"Project","Text","Target"
"P079032","accounting staff extensive accounting knowledge including wb financed projects considered acceptable","A"
"P079032","mil","A"
"P079032","financial figures included analysis constant prices","A"
"P079032","services procured rosstroi","A"
"P079032","monitoring efforts require continuous support local authorities","A"
"P079032","disbursement mechanisms advances direct payments reimbursement special commitments","A"
"P079032","procurement funds transfers project carried centralized manner rosstrois supervision","A"
"P079032","procurement project carried centralized manner rosstroi piu","A"
"P079032","procurement project carried centralized manner rosstroi piu","A"
"P079032","selected reserve municipalities agreement rosstroi define rights responsibilities project","A"
"P079032","frequent visits participating municipalities required","A"
"P079032","housing emerged valuable asset majority households","A"
"P079032","economic financial savings expected result efficiency gains derived marketbased mechanisms competitive service delivery hcs sector improved targeting social transfers","A"
"P079032","regional administrations subnational funding replicate hcs project locally","A"
"P079032","rosstroi conduct periodic spot checks","A"
"P079032","participating cities opportunity fimds allocated investment phase implement set highpriority investments hcs cities developed feasibility studies designs months project implementation","A"
"P079032","participating cities opportunity funds allocated investment phase implement set highpriority investments hcs cities developed feasibility studies designs months project implementation","A"
"P079032","proposed project contributes banks increasing effort promote development regions","A"
"P079032","lack supervision guidance federal government","A"
"P079032","alternatives considered reasons rejection","A"
"P079032","lowest monthly income rubles family percent entitled discounts","A"
"P079032","amount outstanding payments communal services consumed municipal regional public institutions","A"
"P079032","assessment fm arrangements project undertaken october updated negotiations","A"
"P079032","prepared project emphasis ensuring mitigation potential environmental impacts rehabilitation potential construction","A"
"P079032","step creating transparency hcs sector regularly publish tariffs audited financial data core technical data cs providers mass media internet","A"
"P079032","interagency composed senior management rosstroi representatives ministry regional development ministry finance ministry economic development trade responsible strategic issues decisions project preparation implementation","A"
"P079032","interagency established minister regional development dated october","A"
"P079032","annex addresses weaknesses identified appraisal recommends measures aimed mitigating procurement risks","A"
"P079032","annex country sector program background federation housing communal services project recent economic developments russian federation performance russian economy crisis impressive macroeconomic fundamentals improved considerably economy grown robustly row","A"
"P079032","annex country glance russian federation housing communal services project europe upper poverty social russian central middle diamond","A"
"P079032","annex describes mechanism conduct economic financial analyses screening activities undertaken project implementation ensure investments economically justified","A"
"P079032","annex documents project file federation housing services project","A"
"P079032","annex economic financial analysis federation housing communal services project nature project specific investments identified implementation stage municipalities developed investment plans","A"
"P079032","annex financialmanagement disbursement arrangements russian federation housing communal services project country issues country financial accountability assessment cfaa russian federation conducted","A"
"P079032","annex implementation arrangements federation housing communal services project russian federation ministry finance recipient proposed ibrd loan designate federal agency construction housing communal services rosstroi executing entity operation","A"
"P079032","annex related projects financed bank andor agencies federation housing services project multisector nature hcs project means operation covers sectors economy","A"
"P079032","annex","A"
"P079032","annex procurement arrangements russian federation housing communal services project","A"
"P079032","annex project preparation supervision federation housing communal services project planned actual pcn review december september initial pid pic october initial isds pic october appraisal october october negotiations boardrvp approval february planned date effectiveness july planned date midtermreview january planned closing date november key institutions responsible preparation proiect federal agency construction hcs russian federation rosstroi implementing agency fund enterprise restructuring financial institutions development fer project implementation unit","A"
"P079032","annex safeguard policy issues russian federation housing communal services project project triggers safeguard policy operational policy","A"
"P079032","annual backlog housing repair square meters figure expected grow","A"
"P079032","private sector participation competitive basis lease concession type contracts local governments operators attraction offbudget resources finance upgrading cs infrastructure","A"
"P079032","route contracting private operator operate manage service delivery properly designed management lease contract","A"
"P079032","applications replenishment supported documentation","A"
"P079032","appraisal summary","A"
"P079032","approvals pending commitment fy approval company loan equity quasi partic","A"
"P079032","approve recommendation rosstroi municipalities selected reform phase municipal investment plans municipalities selected investment phase awarded grant support implementing investment plans","A"
"P079032","approved rf government federal law","A"
"P079032","approved rf government resolution january","A"
"P079032","approximately percent project cost relates component preparation implementation hcs investment plans","A"
"P079032","approximately percent relates distribution networks","A"
"P079032","consequence intensive supervision world banks financed projects remains","A"
"P079032","challenges facing housing sector systemic institutional nature traditional investment loans primarily focusing bricks mortar successful achieving results sectorwide reforms","A"
"P079032","lgoti meanstested system provide adequate protection poor","A"
"P079032","beginning percent owners residential premises multifamily buildings representing percent total housing stock decisions form building level management homeowners association condominiums housing societies management companies","A"
"P079032","project supervision missions bank conduct riskbased financial management supervisions intervals","A"
"P079032","project preparation summary recent psia activities related key reform undertaken project files","A"
"P079032","selection criteria continuous monitoring participating hcs providers project implementation agreement rosstroi municipalities require regular audits hcs providers","A"
"P079032","required bankaccredited financial management specialist assist supervision process","A"
"P079032","tariffs hcs increase project project designed include series policy actions improve targeting funding delivery housing allowances","A"
"P079032","tariffs increase social protection","A"
"P079032","housing project enterprise housing divestiture project shown difficulties implementing operations complicated volatile political economic context russia mids","A"
"P079032","assessment agencys capacity implement procurement project implementation unit piu called foundation enterprise restructuring financial institutions development fer competitively selected assist day implementation project","A"
"P079032","assessment include site visits surveys data collection verification methods","A"
"P079032","assets resulting project transferred municipalities local service providers grant basis","A"
"P079032","surveys measure consumer satisfaction conducted project","A"
"P079032","time effort ensure rosstroi staff charge hcs reform project implementation knowledgeable environmental social issues","A"
"P079032","time percent entitled discounts applied","A"
"P079032","attempts disregard world banks comments bidding documents excuse left amend due internal bureaucratic process","A"
"P079032","auditing overdue audit reports outstanding issues piu projects implements","A"
"P079032","auditors engaged standard terms reference acceptable bank procured accordance bank procurement guidelines","A"
"P079032","bank fiduciary staff based moscow provide regular oversight","A"
"P079032","bank staff consultants project included title unit gevorg sargsyan senior infrastructure specialist ecssd peter ellis senior urban economist sase ellen hamilton senior urban planner ecssd jan brzeski housing urban specialist ecssd meike van ginneken senior water sanitation specialist ewdws arvo kuddo senior labor economist ecshd dhruva sahai senior financial specialist consultant ecssd tatyana shadrunova operations analyst ecssd yan","A"
"P079032","based investment demand expressed seminars project preparation estimated percent expenditures investment plans heating supply percent water supply sewerage percent housing sector percent social protection","A"
"P079032","based investment hcs sector russian federation demand expressed regions municipalities participating seminars project preparation estimated percent expenditures services subcomponent spent heating supply including energy supply heating supply facilities percent spent water supply sewerage facilities percent spent housing sector percent spent social protection","A"
"P079032","based detailed investment plans procurement plan component prepared piu approved rosstroi bank noobjection letters","A"
"P079032","based banks current audit policy recommends maintaining current arrangements annual audit bankassisted projects involve audit private sector audit competitively appointed preselected bank consultation mof","A"
"P079032","key issues addressed reform program","A"
"P079032","benefits benefits investment plans classified categories service quality improvement","A"
"P079032","scope regular project audit expanded include detailed review internal control procedures audit section","A"
"P079032","russian gdp expanded percent real income population grew percent","A"
"P079032","billing collection payments directly linked services provided","A"
"P079032","bryansk kaluga kostroma dudinka ukraine orel ivanovo syktyvkar","A"
"P079032","budget data entered project financial statements","A"
"P079032","budgetary resources freed participating regionsmunicipalities directed potential program participants municipalities","A"
"P079032","building capacity local level paramount reforming sector","A"
"P079032","buildings installations treat wastewater sediments","A"
"P079032","beginning ruble appreciated real terms precrisis levels trend continuing","A"
"P079032","cash accounting project","A"
"P079032","cash flow low tariffs properly account depreciation service providers reimbursed subsidies provide consumers government entities pay consumed services","A"
"P079032","central heating stations","A"
"P079032","aspects affordable housing package aimed demand housing market providing conditions mortgage system development supporting forms housing demand stimulation","A"
"P079032","cities prepare detailed investment plans financed project design tender documents","A"
"P079032","citizens view municipalities owners buildings property municipal enterprises providers maintenance repair services","A"
"P079032","clarifying rights obligations land plots requires delimitation registration","A"
"P079032","cofinancing provided rosstroi","A"
"P079032","collection treatment rain water melted snow water discharge facilities buildings systems collecting treating discharging rain water melted snow water","A"
"P079032","communal service providers autonomous accountable","A"
"P079032","communal service providers sufficient resources finance proper maintenance rehabilitation development assets","A"
"P079032","communal services cs include district heating water supply hot water supply sewerage services technical economic financial environmental assessment investment plans months reform phase selected reserve municipality submit investment plan outlining investment subprojects financed investment phase feasibility studies subprojects","A"
"P079032","competition housing maintenance current capital repair services low","A"
"P079032","competitive mechanisms accessing funds","A"
"P079032","component support implementation federal level million federal government enacted impressive array legal regulatory acts designed improve financial viability communal services providers strengthen social protection hcs consumers create market competition housing management maintenance privatized tenantowners assuming rights obligations private property","A"
"P079032","component support hcs reform implementation federal level million federal government enacted impressive array legal regulatory acts designed improve hcs delivery","A"
"P079032","component support implementation hcs reforms subnational level including iassistance cities utility reform social protection housing iievaluation implementation municipal reform programs iiiknowledge exchange municipalities iv public awareness campaign hcs reforms selected regions","A"
"P079032","component support implementation reforms subnational level million component finance technical assistance ten selected reserve cities implement reforms line federal governments objectives","A"
"P079032","component support implementation reforms subnational level million component finance technical assistance ten selected reserve cities implement reforms","A"
"P079032","component preparation implementation investment plans million component includes technical assistance prepare investment plans technical designs reform phase financing investment subprojects implement approved investment plans investment phase project","A"
"P079032","component preparation implementation hcs investment plans including preparation municipal investment plans feasibility studies technical designs ii implementation municipal investment plans iiisupervision implementation municipal investment plans component project management monitoring results safeguard policies triggered ref pad technical annex op","A"
"P079032","component preparation implementation investment plans million component includes technical assistance prepare investment plans technical designs reform phase financing investment subprojects implement approved investment plans investment phase project","A"
"P079032","component project management monitoring million component include technical assistance equipment logistical support implementing agencies project implementation monitoring supervision including consulting services measuring results project","A"
"P079032","component project management monitoring million component provide assistance implementing agency project implementation monitoring supervision including consulting services measuring results project","A"
"P079032","conditions effectiveness participating municipalities selected based selection methodology","A"
"P079032","conducting daytoday supervision contractors certifylng completion technical standards municipal supervisors reporting periodic basis rosstroi based monitoring formats included project operations manual including data gathering quality control coordination financial operational reporting entities local level cs providers","A"
"P079032","controls mitigation measures risk audit arrangements assessed moderate","A"
"P079032","controls mitigation measures risk implementing entity assessed moderate","A"
"P079032","controls mitigation measures risk internal control arrangements project assessed moderate","A"
"P079032","controls mitigation measures risk flow funds project assessed moderate","A"
"P079032","consistency bank policy practice related pius government requested project implementation unit national level proposed project facilitate smooth transition integration project management functions line agencies","A"
"P079032","consumers pay tariffs observe improvements quality services delivered","A"
"P079032","consumers pay tariffs observe improvements quality services delivered","A"
"P079032","conversely adjustment operations focus solely policy aspects result rapid rehabilitation infrastructure improvement service quality essential financial viability utilities support consumers","A"
"P079032","corruption persistent challenges hcs sector","A"
"P079032","corruption taking project accounting financial management upward period mitigation measures corruption risk significant reduction incorporated section considered substantial risk","A"
"P079032","country sector issues","A"
"P079032","creating market competition housing management maintenance lack building level collective management structures inefficient housing management municipal enterprises strongly contributed physical deterioration multifamily buildings privatized tenantowners perceive hold joint ownership common property feel responsible management maintenance repair noncompetitive nature maintenance repairs contributed lack availability quality inadequate pricing services lack rights obligations common property land plots home owners properly maintain develop common property","A"
"P079032","creating market competition housing management maintenance lack building level collective management structures inefficient housing management municipal unitary enterprises strongly contributed physical deterioration multi family buildings","A"
"P079032","creating market percentage multifamily buildings owners selected buildinglevel collective competition management structure signed relevant agreements accordance housing code housing management","A"
"P079032","critical risks controversial aspects risks risk mitigation measures risk rating mitigation project development objective improvements service quality project seeks mitigate risk improving accompany increases tariffs service quality extensive investments poor households supported upgrading infrastructure taking integrated tariff increases social approach including improving social protection tensions grow mechanisms hcs enterprises cost effective financing public awareness campaigns explain sector reforms address issues social opposition cost recovery proposals","A"
"P079032","cs providers punished efficiency gains reduced tariffs tariff review","A"
"P079032","cs providers allowed priority protecting organization political masters service improvement","A"
"P079032","currency equivalents exchange rate effective december currency unit russian ruble rur rur","A"
"P079032","current rehabilitation rates rarely exceed percent","A"
"P079032","customers receive intermittent service varies location","A"
"P079032","december rf government","A"
"P079032","decrease disease incidence due poor hcs","A"
"P079032","delimitation land plots responsibility local authorities sufficient funds incentives advance","A"
"P079032","designated account commercial bank acceptable bank","A"
"P079032","macroeconomic stability sound economic growth pace service improvements hcs sector slow","A"
"P079032","significant budget resources flow sector deterioration housing stock poor quality communal services continues","A"
"P079032","detailed procedures relating internal controls audits project investment components financial management om","A"
"P079032","details procurement arrangements involving international competition","A"
"P079032","development policy loan project originally designed dpl","A"
"P079032","development approval implementation municipal public information program hcs reform","A"
"P079032","dissemination project results nonparticipating municipalities regions million subcomponent support federal government spread momentum hcs reform replicate reforms regions municipalities sharing lessons learned participating cities","A"
"P079032","distributing substations devices","A"
"P079032","distribution circled water supply network","A"
"P079032","project meet regional criteria readiness implementation xiyes pad","A"
"P079032","project require exceptions fkom bank policies ref pad","A"
"P079032","draft formats ifrs including physical progress report prepared discussed piu","A"
"P079032","dubel hansjoacchim brzeski jan","A"
"P079032","due lack metering leakage buildings","A"
"P079032","project implementation bank supervise projects financial management arrangements main review quarterly basis financial projects ifrs annual projects audited financial statements auditors management letter banks onsite supervision missions review key project accounting internal control systems iibudgeting financial planning arrangements iii disbursement management financial flows including counterpart funds applicable iv incidences corrupt practices involving project resources","A"
"P079032","investment phase targeted investments hcs infrastructure investment plans prepared cities","A"
"P079032","investment phase targeted investments hcs infrastructure investment plans","A"
"P079032","unstable macroeconomic environment os hcs sector acted shock absorber","A"
"P079032","unstable macroeconomic environment hcs sector acted shock absorber housing stock utility networks allowed depreciate maintenance investment funds diverted cashstrapped households local governments","A"
"P079032","debt resource flows debt mill","A"
"P079032","subproject economic internal rate return eirr minimum percent financial internal rate return firr minimum percent","A"
"P079032","economic financial analyses","A"
"P079032","enabling environment risk mitigation wide difference approach public procurement law hand world bank procurement guidelines hand insufficient practice legal institutional framework reportedly widespread corruption country procurement environment implementation world banks portfolio russian federation continues complex risk","A"
"P079032","energy supply buildings constructions","A"
"P079032","ensure coordination relevant government agencies providing guidance key implementation issues","A"
"P079032","ensuring subsidies paid housing allowances financed regional federal budgets","A"
"P079032","entity financial statements prepared accordance ifrs","A"
"P079032","environmental assessment significant nonstandard conditions ref pad","A"
"P079032","environmental assessment assigned environmental screening category","A"
"P079032","environmental benefits","A"
"P079032","environmental management plan annex statement loans credits russian federation housing communal services project difference expected actual original amount millions disbursements proiect id fy purpose ibrd ida sf gef cancel","A"
"P079032","estimated annual supervision cost","A"
"P079032","estimated approval supervision costs","A"
"P079032","evaluation implementation municipal reform programs million subcomponent support evaluation municipal reform status selected reserve cities start reform phase","A"
"P079032","examples awareness building measures information advisory services households homeowners associations education cadre property managers capable performing buildinglevel management including asset management functions","A"
"P079032","existing legislation grants municipalities authority determine administrative structure hcs service provision decide timing form reforms hcs sector","A"
"P079032","expected effectiveness date july expected closing date november project depart cas content significant respects xino ref pad","A"
"P079032","exports imports imports services","A"
"P079032","external funding upgrading infrastructure required","A"
"P079032","external funding upgrading infrastructure required","A"
"P079032","facilities building drainage systems separate buildings","A"
"P079032","federatlon asla income population midyear millions","A"
"P079032","fer chosen project piu responsibility fiduciary arrangements","A"
"P079032","fer extensive experience gained managing world bank supported projects russia","A"
"P079032","fer implemented bank financed projects including treasury development project sustainable forestry project northern restructuring project","A"
"P079032","fer compliance audit covenants existing bankfinanced projects","A"
"P079032","fer noncommercial legal entity selected competitive basis act piu","A"
"P079032","fers previous current project financial statements auditing arrangements satisfactory replicated hcs project","A"
"P079032","fiduciary financial management","A"
"P079032","finally technical audit address risk inappropriate ineffective project financed assets municipal level confirm assets properly accounted undertaken mid term review project","A"
"P079032","finally private financing infancy rapid increases private investment sector partially due investment risk profit potential lack solid legal regulatory framework widespread political interference","A"
"P079032","finally municipal heating municipal water wastewater projects implemented financed onlending arrangements","A"
"P079032","finally package includes laws utility tariff regulation concession law stimulate supply cs market","A"
"P079032","finan cia reporting responsible producing financial reports bank","A"
"P079032","financial analysis financial analysis projects based cash analysis","A"
"P079032","financial economic outcomes subproject economic internal rate return eirr minimum percent financial internal rate return firr minimum percent","A"
"P079032","financial economic outcomes subprojects screened ensure positive economic financial outcomes","A"
"P079032","financial reporting reporting system","A"
"P079032","financial specialists regularly undergo accounting seminars trainings organized bank external","A"
"P079032","financial statements independent audits cs providers published mass media","A"
"P079032","financial viability communal entities including district heating water supply hot water supply waste water disposal improved","A"
"P079032","describes project components including key inputs outputs address sector issues highlighted annex","A"
"P079032","cities evaluated set absolute minimum criteria focused financial performance municipal administration cs providers","A"
"P079032","cities evaluated set absolute minimum criteria focused financial performance municipal adminstration cs providers table","A"
"P079032","bank team capture project benefits jointly government officials intensively politically influential stakeholders develop objective methodology failure apply consistent competitive selection participating municipalities approach selection evaluation reform results","A"
"P079032","financial viability communal services providers improved accountability increased","A"
"P079032","firstly financial viability communal services providers improved accountability increased","A"
"P079032","flexibility project design","A"
"P079032","flexibility adjust information changing circumstances implementation required ensure efficiency reform strategy","A"
"P079032","flow funds project centralized","A"
"P079032","complete description implementation arrangements annex","A"
"P079032","details flow funds component refer internal control section","A"
"P079032","contract financed loan procurement methods consultant selection methods pre qualification estimated costs prior review requirements time frame agreed borrower bank procurement plan","A"
"P079032","period expected project cash generated investment estimated cash outlays sustain project evaluated derive net cash flow figure","A"
"P079032","municipalitys population receive treated water required water purchase vendors buy bottled water cost savings realized improved service quality existing cost alternatives preserve quality water","A"
"P079032","avoid caused intermittent heat supply customers rely alternative sources heat generation electricity","A"
"P079032","longrun marginal cost heat supply computed production costs boiler house","A"
"P079032","instance heat loads density typically percent capacity","A"
"P079032","providers debt budgetary entities communal services accounts portion accounts receivable","A"
"P079032","services quality varies","A"
"P079032","formulation overly restrictive qualification evaluation criteria technical specifications procurement leads increasing complaints bidders consultants apply limited participation bidding selection processes","A"
"P079032","fostering tenantowner awareness rights responsibilities critical ensuring successful implementation reforms","A"
"P079032","alternatives considered","A"
"P079032","freinkman lev","A"
"P079032","frequency procurement supervision addition prior review carried moscow bank office regular post review exercises conducted","A"
"P079032","funds disbursed payment requests piu responsible procuring consultants engineering procurement construction contractors undertaking project investments","A"
"P079032","funds distributed capita basis","A"
"P079032","fundsflow flow funds agreed rosstroi key provisions legal framework implementation investment projects discussed negotiations","A"
"P079032","fundsjlow disbursement arrangements funds flow arrangements project straightforward","A"
"P079032","clarification registration ownership rights obligations common property urgent including spelling statutory requirements adequate building maintenance","A"
"P079032","project supports implementation local level reforms adopted federal level minimizing uncertainties legislation","A"
"P079032","fz december","A"
"P079032","procurement proposed project carried accordance world banks guidelines procurement ibrd loans ida credits dated guidelines selection employment consultants world bank borrowers dated provisions stipulated legal agreement","A"
"P079032","rosstroi limited capacity implement bankfinanced projects russian decided outsource fiduciary functions disbursement procurement accounting reporting external agency piu","A"
"P079032","competitive selection municipalities specific investment subprojects determined reform phase","A"
"P079032","nature project specific investments identified implementation stage municipalities develop investment plans","A"
"P079032","performance based selection municipalities specific investment subprojects determined project","A"
"P079032","government loans impact debt ceiling limits participating regions municipalities crowding credit capacity support ongoing investment programs","A"
"P079032","government ownership","A"
"P079032","gradh iproject timeline time months reform dhas investment phase hplementation planned implementation municipal investment plans including reforms services improve hcs service delivery preparation investment plans design docs selection selection cities cities investment reform phase phase","A"
"P079032","graph detailed timeline reform phase reform stage investment plans comdeted olanned reforms competitive selection cities reform phase selection participating cities conducted nationwide contest","A"
"P079032","gross primary capita enrollment poverty population belo wnational po vertyline urban population totalpopulation life expectancyat birth pars infant mortalityper ivebirths child malnutntion ofchiidrenunder access improvedwatersource access improved water source ofpopulation literacy omofpopulation age gross primaryenrollment schoolage population russian federation male uppermiddleincome female pa key economic ratios longterm trends ratlor","A"
"P079032","tariff setting municipal responsibility federal tariff service fixes upper ceilings hcs tariffs till january","A"
"P079032","level objectives project contributes","A"
"P079032","hamilton ellen","A"
"P079032","hcs plays role russias economy","A"
"P079032","hcs reform included mediumterm government program sets countrys development priorities","A"
"P079032","hcs reform included recently approved mediumterm government program sets countrys development priorities","A"
"P079032","heating separate building constructions individual heat substation","A"
"P079032","heating water supply wastewater service providers increase operational efficiency investments asset renovation replacement installation automated management systems costsaving efficiencyenhancing solutions","A"
"P079032","understand components project process selecting municipalities","A"
"P079032","understand components project process select municipalities","A"
"P079032","hoffer ron markandya anil pedroso suzette","A"
"P079032","homeowners associations outsourcing maintenance capital repairs private companies faced absence competitive processes standard contracts ensure quality standards foster cost reduction","A"
"P079032","household tariffs low gap partially compensated commercial tariffs budget transfers","A"
"P079032","housing allowances primary mechanism protecting poor tariff increases designed limit expenditures hcs maximum share household income","A"
"P079032","housing communal services critical quality russian citizens russias economy","A"
"P079032","housing code russian federation","A"
"P079032","housing sanitary cleaning urban amenities","A"
"P079032","rosstroi estimates percent land plots properly delimited transferred home owners","A"
"P079032","adequate mitigation measures foreseen project bank staff closely monitor performance implementation","A"
"P079032","common property multifamily buildings surrounding grounds explicitly privatized management maintenance typically remained municipal unitary enterprises","A"
"P079032","construction repairing existing infrastructure housing boilers pumping stations wastewater treatment plants water heating supply network pipelines performing project financed activities shortterm limitedscale environmental impacts disturbances occur","A"
"P079032","construction repairing infrastructure housing stock boilers pumping stations wastewater treatment plants water heating supply network pipelines performing project financed activities shortterm limitedscale environmental impacts disturbances occur","A"
"P079032","improving financial viability capacity cs providers creditworthy accessing subnational funding","A"
"P079032","means testing difficult country informal incomes","A"
"P079032","construction contributing housing standards households expectations rising respect quality lower price maintenance repairs","A"
"P079032","rapid service improvements broader constituency required create change sustainable support reforms sector","A"
"P079032","current sound economic conditions create window opportunity improve hcs services reforms investments","A"
"P079032","ruled due concerns grants allocated winning municipalities invested hcs sector improve service delivery transparent efficient effective manner","A"
"P079032","harsh climate russian federation makes continuous quality provision services critical comfort sheer survival","A"
"P079032","harsh climate russian federation makes continuous quality provision services critical comfort sheer survival","A"
"P079032","project activities funds expected audited periodically accounting chamber russia sai internal audit units ministry finance","A"
"P079032","sufficient fbnding meet","A"
"P079032","cci cn","A"
"P079032","essential reform momentum maintained improved local fiscal accounts lead degree complacency tackling reforms","A"
"P079032","planned provide support municipalities cs providers develop lending mechanisms infrastructure projects","A"
"P079032","implemented projects past successfully implementing projects","A"
"P079032","essential reform momentum maintained improved local fiscal accounts lead degree complacency tackling reforms","A"
"P079032","prepares sets financial statements entity financial statements accrual basis accordance ifrs russian statutory reporting requirements cash basis bankfinanced projects","A"
"P079032","contents disclosed bank authorization","A"
"P079032","contents disclosed world bank authorization","A"
"P079032","left individual enterprise implement effective means increase efficiency decreasing nonrevenue water heat improved business planning management processes introduction outsourcing","A"
"P079032","build capacity regional municipal administrations communal services providers consumers improve hcs service provision","A"
"P079032","build capacity regional municipal administrations communal services providers consumers improve hcs service provision","A"
"P079032","support preparation dissemination practical guidance implement reforms understood municipal regional policy makers implementers","A"
"P079032","midterm review approximately commencement investment phase","A"
"P079032","xi cultural property opn revised op","A"
"P079032","xi forests opbp","A"
"P079032","xi indigenous peoples opbp","A"
"P079032","xi involuntary resettlement opbp","A"
"P079032","xi pest management op","A"
"P079032","xi projects disputed opbp","A"
"P079032","xi projects international waterways opbp","A"
