"Project","Text"
"P085375","program training including orientation training pmu staff government officials technical training field engineers facilitators provided initial stages project"
"P085375","project management manual iand village dghs implementation manual developed final project management streamline agreed procurement procedures reporting manual acceptable project bank evidenced letter objection credit effectiveness final village implementation manual delivery facilitator training final village implementation"
"P085375","propoor system created ensure projects benefit reach vulnerable cross subsidy system water maintenance water cost"
"P085375","quantitative analysis benefis net costs revealed project generate internal rate return zrr percent"
"P085375","larger project expenditure incurred districts villages include block grants implemented communities"
"P085375","reason lack national policy past rural wss"
"P085375","senior environmental advisor recruited support development technical options guidelines community based water supply"
"P085375","set consolidated financial statements central government prepared modified accrual basis time received disclaimer audit opinion supreme audit board bpk"
"P085375","set om tools provided block grant vit responsible maintaining tools mplementationof physical construction supervision quality control community readiness carry responsibilities trigger construction"
"P085375","significant component project performance criteria extent district achieved target implementing additional village programs scalingup mainstreaming objectives"
"P085375","similar monitoring data sharing arrangement established waspola pamsimas"
"P085375","similar set financial statements issued"
"P085375","social impact evaluation related key issues conducted project"
"P085375","social marketing market strengthening approach adopted provide largescale costeffective sanitation hygiene services"
"P085375","structured review provincial district local policies financing arrangements legislation relation wss identify bring effective framework scaling replication districts"
"P085375","study united nations support facility indonesia recovery projected indonesias provinces fail reach mdg targets safe drinking water supply past trend continues"
"P085375","summary project information progress including solutions included financial management report civil society"
"P085375","team training book keeping project management"
"P085375","total cfs expected engaged"
"P085375","total approximately villages expected implemented district government replication program"
"P085375","village implementation team vit established elected village representatives"
"P085375","village operations manual provide details system procedures village grants covering organizations roles responsibilities cap processing funding mechanisms procurement procedures bookkeeping reporting"
"P085375","vit leaderlchairperson elected"
"P085375","million target million beneficiaries benefit improved sanitation facilities hygiene practices promoted project"
"P085375","percent indonesian children diarrhea week period"
"P085375","access website unrestricted limitations membership"
"P085375","accounting government accounting system credit simplifiedcategory explain pom internal control controls detailed acceptable draft pom action plan negotiation stronger payment validation procedures adoption segregation duties payment authorization effectiveness commitment maker functions central level"
"P085375","accountinp record keepinq mpw moh moha finance bureaus province district finance units follow government accounting standard government regulation government accounting system mof regulation"
"P085375","action plan expected output due date"
"P085375","action plan mitigate risks mitigate risks identified financial management action plan designed consultation project preparation team"
"P085375","activities outputs programs developing sectorwide program promoted respective newsletters websites"
"P085375","activities include bringing international experiences vietnam india bangladesh pilot approaches develop local product options capacity market services improved sanitationand hygiene"
"P085375","activities target district provincial governments executive legislature civil society organizations improve sectoral coordination planning budgeting advocacy training monitoring program oversight replication pamsimas target"
"P085375","activities strengthen ig capacity included project wide geographical spread project provinces districts add complexity project financial management arrangements"
"P085375","actual district wss expenditure district established project tbd percentage budget achieve budgetsfflans commencement mdg goals project baseline data"
"P085375","adaptation procedures project detailed project village implementation manual iof pom"
"P085375","additionally annual twoweek surveillance incidence childhood diarrhoea carried districts targeted communities sample control communities project intervention"
"P085375","additionally deteriorating quality quantity primary water sources reached critical proportions densely populated islands java bali home largest countrys poor"
"P085375","additionally technical details drawings technical cfs technical implementation manuals technology options pamsimas ws systems table"
"P085375","adequate provision government consultant access website districts"
"P085375","adoption anti corruption action plan draft credit negotiation dghs final credit effectiveness prior review thresholds project established procurement plan"
"P085375","advertisement improper advertisement le"
"P085375","advocacy district leadership"
"P085375","affected land ownerslcustomary users consulted village meeting"
"P085375","gois pokja continue extend policy reform process reaches hundred districts nationwide"
"P085375","signing contracts procurement managed executed communities forms procedures project operation manual pom"
"P085375","audit reports public"
"P085375","audit reports received time material audit observations raised earlier project audit reports satisfactorily resolved hiring professional management consulting firms including financial management specialists centre districts support financial accounting capacity project reliable financial reporting project generated mechanisms transfer funds block grants community accountability systems village level developed tested bank projects indonesia applied"
"P085375","bidderdconsultants intend participate procurement packages project required disclose information upfront board directorscommissionairespaers family family respective procurement committee ii echelon respective implementing agencies"
"P085375","related wrongdoings including corruptlfraudulent practices reported channeled governments system ea ensure follow"
"P085375","community facilitators locally recruited receive ongoing training project"
"P085375","cvs procurement committee provided file justify procurement committee qualified"
"P085375","salient features project anticorruption action plan integrated project budget"
"P085375","project activities expenditures included central government budgets administrative accountability procedures approving expenditures disbursing funds beneficiaries follow government procedures"
"P085375","residents free participate village plenary meetings specific community planning process"
"P085375","screening results documented dpmus collation cpmu level monthly basis"
"P085375","selection consultants firms follow qcbs procedures contracts usd cqs"
"P085375","suppliers intend participate procurement packages project required disclose information upfront board directorstcommissionaires family family imembers respective procurement committee ii echelon government departmentsl ministries project"
"P085375","facilitators trained program mobilize"
"P085375","training prbgrams assessed national provincial cdlsocial inclusion consultants gender equity content prior delivery community processes community facilitators implement measures including advocacy village heads women leaders womens start community process encourage participation conducting separate womens focus community facilitators encourage women stand election village implementation team village wss management achieving gender balance women vote separately male female representatives district consultants monitor gender balance women poor community planning implementation activities address gaps arise cap approved village implementation team prepared male predominantly elite class households evidence substantial women participated decision process agreed cap proposals"
"P085375","wslicproject implemented national policy wses provinces helping develop policy framework institutionallymanaged wses services"
"P085375","details parents education occupation household characteristics childs age sex weight height"
"P085375","alternatives considered reasons rejection alternatives considered designing project details held project file annex details"
"P085375","sector policy framework address operationalized scale"
"P085375","received internal audit training certification bpkp noted plan include risk based internal control assessments guidelines"
"P085375","percent domestic sewage sewerage system onsite systems accompanied investment collection treatment disposal infrastructure government spent sanitation water supply"
"P085375","auditor unqualifiedopinion financial statements auditors management letter findings related weak verification monitoring consultants weak coordination project implementing unit"
"P085375","payment processes follow government procedures additional payment validation measures prescribed mitigate fiduciary risks including stronger accounting evidence audit trails procedures validate contracts outputs"
"P085375","potential communityled total sanitation clts"
"P085375","major lessons guided design project key observations cdd approach"
"P085375","action plan designed agreed mpw mitigate risks"
"P085375","action plan designed agreed mitigate risks"
"P085375","agreed annual capacity buildingplan address systemic institutional gaps program management based institutional mapping exercise roles responsibilities"
"P085375","annual program workshops training exchange visits skills transfer website selfbased learning including regular training coaching community facilitators district provincial consultants continuous improvement community facilitation"
"P085375","evaluation consultant firm employed independently evaluate performance community grant project operation manual ifor project village implementation manual developed streamline applicable procurement procedures project"
"P085375","evaluation report submitted bank weeks bid proposal submission"
"P085375","initial deposit da requested dg treasury mof based interim unaudited financial report ifr prepared cpmu input ppmus dpmus fund da cpmu ppmus dpmuss begin project expenditures procurement process project activities"
"P085375","objective transparent ranking system prioritize demand responsive applicants based criteria poverty health previous assistance ensure efficient cfts geographically cluster villages served implementation"
"P085375","mortality rates population projections bappenas estimated children die die diarrhea typhoid curtis"
"P085375","annex gender action plan activities measures policy guidelines include gender mainstreaming policy juknis covering measures identified include operational guidelines gender mainstreaming juklak disseminate project management teams develop user friendly brochure poster explain gender policy guidelines simple terms disseminate government stakeholders tors consultants comply gender policy selection consultants requirement contractors actively seek women positions demonstrate efforts tender proposal require gender balance provincial district technical consultant teams minimum female male selection community ppmu include statement advertisements women actively facilitators encouraged apply efforts ensure applications women community facilitator team women gender balance subdisciplines community facililitators le technical community development health required orientations provide orientation gender policy guidelines project implementing units project coordination teams consultants levels understand responsibilities gender mainstreaming capacity building provide training central provincial district consultants technical consultants community facilitators adopt gender mainstreaming approach community facilitators provide skills transfer staff personnel identify local gender specialists womens ngos assist coaching facilitators planning community participation strategies training evaluations include assessment gender equity content provide measures public recognitiodreward community facilitators perform encouraging village women participate training service providers requirement training teams minimum female male trainers"
