"Project","Text"
"P079032","rur fiscal january december abbreviations acronyms cas country assistance strategy cfaa country financial accountability assessment cpar country procurement assessment report cs communal services emp environmental management plan eia environmental impact assessment fer foundation enterprise restructuring financial institutions development gdp gross domestic product gor government russia grp gross regional product hcs housing communal services hoa home owners association imf international monetary fund iwg interagency ldp letter development policy mrd ministry regional development moedt ministry economic development trade mof ministry finance mue municipal unitary enterprise nobus national survey households welfare social programs participation pdo project development objectives public expenditure review ppl public procurement law psia poverty social impact analysis rosstroi federal agency construction hcs ta technical assistance wto world trade organization vice president shigeo katsu ecavp country manageddirector klaus rohland eccu sector director peter thomson ecssd sector manager wael zakout ecssd task team leader gevorg sargsyan ecssd russian federation housing communal services project contents page"
"P079032","russia prepaid debt imf paid debt paris club"
"P079032","russia succeeded reducing public sector foreigncurrency denominated debt percent gdp percent gdp"
"P079032","russian federation housing communal services project project appraisal europe asia ecssd date january team leader gevorg sargsyan country director klaus rohland sectors subnational government sector director peter"
"P079032","russian federation statement ifcs held disbursed portfolio millions dollars committed disbursed ifc ifc fy approval company loan equity quasi partic"
"P079032","russian federation"
"P079032","safeguard policies safeguard policies triggered project environmental assessment opbp"
"P079032","samara len en krasnodar volgograd ufa yekaterinburg maykop al stavropol sii eor dzhug chelyabinsk tyumen ye cherkessk elista orenburg gora elbrus bo lain ppla kurgan sey nalchikastrakhan ra angara vladikavkaz nazran ur groznyy omsk georgia tomsk makhachkala krasnoyarsk yuzhno novosibirsk kemerovo sea sakhalinsk azerbaijan novokuznetsk lake ian barnaul blagoveshchensk khabarovsk abakan baikal birobidzhan ust ordynskiy sp chita ta ca uzbekistan irkutsk ulan ude li gorno aginskoye kyzyl otea altaysk russ sikh feder china vladivostok sea oblast centers japan mongolia national capital"
"P079032","savings derived lower losses benefit utility quantified measuring total financial costs output lower volume service produced serve consumption lower operating costs occur"
"P079032","project municipalities assessment includes rigorous process assessment investment plans evaluation investment plans focuses quality relevance reform results result investments"
"P079032","social protection consumers strengthened ensure affordability services"
"P079032","describes key steps reform phase select cities reform phase assess investment plans award grants cities completed planned reform"
"P079032","social protection consumers strengthened ensure affordability services"
"P079032","implementing bank financed projects implementation arrangements organizational structure adequate"
"P079032","selected indicators regular monitoring impact households monitoring adequacy funding housing allowances adequacy program administration"
"P079032","selected municipalities required submit investment plans improve hcs"
"P079032","selection consultants procurement plan identify consulting assignments applicable methods selection consultants"
"P079032","set national monitoring system million subcomponent support set monitoring system federal government monitor status hcs sector regions municipalities aggregate data country wide progress reforms"
"P079032","aspects bank engagement benefit complex process hcs reform packaging capacity enhancement policy advice integrated coherent multisectoral package supports quality decision iiits track record infrastructure housing social policies iii banks sustained relationships matches term nature reforms"
"P079032","sewage pumping stations"
"P079032","sewer pipes"
"P079032","shelter water supply sewerage heating hot water services basic services citizens countries rate"
"P079032","shelter water supply sewerage heating hot water services basic services citizens countries rate"
"P079032","short lists consultants services estimated cost equivalent contract composed national consultants accordance provisions paragraph consultant guidelines"
"P079032","shortages heating supply regions winter shown challenge maintaining continuous reliable supply hcs services"
"P079032","desire switch report based disbursement initial stage project implementation budgeting system incorporated accounting system"
"P079032","build heating water supply pipelines laid public rights"
"P079032","federal funds allocated regions social expenditure cofinancing fund"
"P079032","cs providers losses services provided households lack incentives improve service quality expand service coverage"
"P079032","mid government policy phase lgoti privileges replace meanstested social payments"
"P079032","social impacts closely monitored life project"
"P079032","social payment arrears eliminated targeted programs hcs municipalities"
"P079032","space heating systems residential buildings facilities constructions"
"P079032","specific responsibilities project management include"
"P079032","specifically interagency"
"P079032","specifically detailed description guidelines quantification economic financial benefits costs"
"P079032","specifically key municipal responsibilities include implementing reforms reform plan ta federal government"
"P079032","step competitive selection cities reform phase selection participating cities nationwide contest"
"P079032","step reform status evaluation process selection cities investment phase selected cities participate investment phase program"
"P079032","step technical economic financial environmental assessment investment projects months reform phase selected reserve municipality submit investment plan outlining subprojects financed investment phase"
"P079032","mechanisms restructuring project accordance evolving circumstances client demands"
"P079032","strategic context rationale"
"P079032","strengthening social protection consumers technical assistance support improving targeting coverage efficiency hcs subsidies enhance impact social assistance programs poverty alleviation"
"P079032","strengthening social protection consumers technical assistance support improving targeting coverage efficiency hcs subsidies enhance impact social assistance programs poverty alleviation"
"P079032","strengthening social protection consumers poor adequately protected rising tariffs inadequate targeting funding social assistance programs subsidies paid victimizes consumers adversely affects financial viability cs providers compensated subsidizing household tariffs administration targeted social assistance benefits fragmented limits effectiveness housing allowances"
"P079032","strengthening social protection hcs consumers poor adeauatelv protected rising tariffs"
"P079032","strengths significant strengths provide basis reliance project financial management system include ithe experience financial management staff implementing bankfinanced projects satisfying bank financial management requirements iithe unqualified audit reports issued projects financial statements absence issues raised auditors management letters iiisound internal control system piu"
"P079032","subnational lending subnational lending alternative sovereign lending ruled allowed conducting countrywide competitive selection municipalities sufficient leverage facilitate comprehensive reforms hcs"
"P079032","substantial related poverty social impacts policy program carried hcs sector reform program russia decade"
"P079032","subsurface water intake facilities"
"P079032","review relates quality audits midterm review approximately hcs providers continuing commencement investment phase monitoring compliance audits financial statements prepared eligibility criteria accordance local accounting standards hcs providers carried accordance local auditing standards local demonstrated adequate capacity quality independence"
"P079032","agencies pius advantage skilled consultants reliable suitable standalone computerized information systems"
"P079032","impacts include permanent temporary withdrawal additional land sites cutting vegetation air pollution wastewater discharges polluted storm water runoff construction period generation construction wastes negative impacts physical factors including increased noise levels potential exposure workers asbestos materials"
"P079032","investment plans municipality reviewed separately agreed borrower bank included procurement plan project"
"P079032","investment plans implemented municipalities demonstrated reforms hcs sector expected happen months beginning project implementation"
"P079032","procurement plans include contracts procurement methods icb shoppinglsmall banks standard bidding documents icb national standard bidding documents agreed satisfactory bank"
"P079032","supervision reform phase concentrate monitoring reforms stages project concentrate efficient implementation investment plans including fiduciary safeguards aspects"
"P079032","supervision hcs project focus impact outcomes program stakeholder support feasible options realizing intended development goals"
"P079032","supervision implementation municipal investment plans million subcomponent consist team experts supervise implementation municipal investment plans investment phase project"
"P079032","supervisionplan"
"P079032","surface water intake facilities volume day"
"P079032","surplus revenues stabilization fund"
"P079032","sustainability sustainabilitv implemented reforms investments"
"P079032","system rehabilitation modernization reduce costs improve service quality increase consumerorientation metering consumer control supply"
"P079032","system rehabilitation introduction modern technology considerably reduce cost improve quality service delivery"
"P079032","regulation reviewed account investment costs"
"P079032","project development objective improve quality financial viability hcs participating municipalities"
"P079032","component results component support competitive selection participating municipalities implementation hcs reforms select reform minded municipalities subnational level lack participate project"
"P079032","mitigate impacts framework environmental management plan emp developed borrower"
"P079032","table summarizes financial management assessment risk ratings project risk rating risk risk risk mitigation measures rating mitigation measures inherent risk country level"
"P079032","table criteria assess reform status improving legal acts adopted regulatory agencies set tariffs communal services minimum period financial viability compulsory annual indexation inflation fuel cost providers approval municipalities regions cs providers production programs investment programs minimum period identification sources funding"
"P079032","table list eligible investments"
"P079032","table minimum criteria participation contest rn cost recovery level housing communal services percent collection rate hcs payments percent ratio local budget current expenditures local budget revenues ratio local budget deficit local budget revenues federal regional financial assistance percent ratio municipal debt local budget revenues financial assistance governments percent ratio municipalitys debt service local budget expenditures percent municipality region overdue debt federal budget loans guarantees ratio regional budget current expenditures regional budget revenues percent ratio regional budget deficit regional budget revenues federal financial assistance percent ratio regional public debt regional budget revenues financial assistance governments percent ratio regions public debt service regional budget expenditures percent criteria table assessing reform status selection process focus main improving financial viability communal services providers assessment criteria focus breaking vicious cycle revenues bad services improving cost recovery ii reducing existing arrears governments service providers iii linking collection payments directly services provided iv service providers autonomous accountable strengthening social protection consumers assessment criteria focus improving targeting coverage efficiency hcs subsidies ensuring payment subsidies cash paid ii consolidation program administration targeted social assistance benefits including housing allowances creating market competition housing management maintenance assessment criteria focus improving management maintenance repair multifamily buildings iencouraging buildinglevel collective management structures ii creating market competition building maintenance current capital repair iii fostering tenantowner awareness rights responsibilities iv clarifying rights obligations land plots"
"P079032","tangible positive results providing adequate investments service mprovements participating cities"
"P079032","tariff crosssubsidies result distortions undermine financial sustainability cs providers"
"P079032","tariffs based standard calculation operating costs standard margin capital investment profit"
"P079032","tariffs set cs providers receive adequate financial resources operate efficiently"
"P079032","technical assistance focuses encouraging buildinglevel collective management structures ii creating market competition building maintenance current capital repair iii fostering tenantowner awareness rights responsibilities iv clarifying rights obligations land plots"
"P079032","technical assistance focuses iencouraging buildinglevel collective management structures iicreating market competition building maintenance current capital repair iii fostering tenantowner awareness rights responsibilities iv clarifylng rights obligations land plots"
"P079032","technical assistance focused assisting municipalities design documents compliant world banks technical requirements preparing tender documents"
"P079032","technical assistance focus ensuring payment subsidies cash payments ii consolidation program administration targeted social assistance benefits including housing allowances"
"P079032","technical assistance focus ensuring payment subsidies cash payments iiconsolidation program administration targeted social assistance benefits including housing allowances"
"P079032","technical assistance focus improving cost recovery ii reducing existing arrears governments service providers iii linking collection payments directly services provided iv reforming municipal departments direct control local governments government owned joint stock companies fostering private sector participation"
"P079032","technical assistance focus iimproving cost recovery ii reducing existing arrears governments service providers iii linking collection payments directly services provided iv reforming municipal departments direct control local governments government owned joint stock companies fostering private sector participation"
"P079032","technical nia"
"P079032","ten cities awarded grants participate investment phase program"
"P079032","tendency recover implementation delays putting moment pressure procurement procedures sense reduction time guidelines"
"P079032","territorial sanitation evaluation reform status award grants cities substantiallv completed planned reform main requirement city participate investment phase receive grant funded investments substantially complete planned reforms"
"P079032","identify procurement packages municipalities investment plans selected participation project"
"P079032","accessible housing project main priorities increasing volume mortgage lending increasing housing affordability growing volume housing construction modernization cs providers infrastructure fulfilling governments duties providing special categories citizens housing"
"P079032","accounting system acceptable bank"
"P079032","accounts payable cs providers increased rur billion rur billion"
"P079032","administration targeted social assistance benefits fragmented limits takeup housing allowances"
"P079032","agreements separate municipality signed prior beginning investment phase project"
"P079032","agreements procedures asset transfer accounting fiduciary responsibilities parties reporting control requirements remedies government bank poor performance departure implemented reforms"
"P079032","agreements procedures asset transfer accounting fiduciary responsibilities parties reporting control requirements remedies government bank poor performance departure municipalities implemented reforms"
"P079032","aim establish model national campaign rolled regions russian federation"
"P079032","aim law bring local governments closer people accountable"
"P079032","amount payable arrears hcs entities implement investment contracts"
"P079032","annual audited project financial statements provided bank months fiscal closing project"
"P079032","assessment procurement capacity implement project conducted october"
"P079032","assessment fers procurement capacity implement project conducted october"
"P079032","assessment financial management procurement capacity fer carried"
"P079032","assessment revealed sufficient staffing adequate qualification procurement specialists readiness project preparation implementation"
"P079032","assessment include visits participating cities"
"P079032","assistance federal level include subcomponents development legal regulatory framework federal level million subcomponent assist federal government develop government resolutions normative acts complete existing legal regulatory framework operational"
"P079032","assistance federal level include subcomponents ideveloping legal regulatory framework federal level ii setting national hcs monitoring system iiidisseminating project results nonparticipating municipalities regions"
"P079032","assistance create capacity key federal ministries agencies responsible hcs reforms enable implementation housing communal services reforms regions municipalities"
"P079032","attainment pdo measured achievement pdo monitoring indicators investment investment plan"
"P079032","attainment pdos measured achievement monitoring indicators investment investment plan improved financial viability communal entities including district heating water supply hot water supply waste water disposal measured percentage entities incur operational losses reduced pipe breaks km networks water supply systems ii waste water supply systems iii hearing systems increased percentage private investments total amount investments upgrade communal infiastructure increased percentage private companies managing communal sector facilities basis concession agreements agreements total communal entities increased percentage multifamily buildings managed professional management companies measured percent multifamily buildings managed professional management companies total multifamily buildings selected method management increased percentage municipalities completed monetization housing allowances cash payments transferred individual social accounts citizens reduced percent social payment arrears measured ratio allowances privileges assigned allowances privileges paid improved quality delivery communal services population measured percentage population rating services satisfactory total size city population based data sociological surveys economic analysis economic analysis investments hcs proposed municipalities undertaken perspective costbenefit approach"
"P079032","audit housing communal services project audit conducted independent private auditors acceptable bank international standards auditing"
"P079032","audits financial statements accordance local accounting standards hcs providers conducted accordance local auditing standards local demonstrated adequate capacity quality independence"
"P079032","average investment capita based cities population participating investment phase"
"P079032","bank accumulated vast knowledge sector past decade result implementing investment policy development projects esws policy dialogue government"
"P079032","bank considered source global knowledge practice convening power engage scales country regional local ability integrate"
"P079032","bank review approve annual budgets"
"P079032","banks ongoing completed operations provide valuable insights aspects hcs reforms investments hcs infrastructure"
"P079032","benefit measured multiple units output saved average production cost unit service"
"P079032","benefits municipality derives service quality improvements estimated cost savings alternative avenues filling gap supplied service quality adequate quality"
"P079032","benefits include improved living conditions households improved quality housing communal services reduction emissions pollution result increased energy efficiency reduced water losses improved quality potable water increased housing"
"P079032","broader service coverage lower capita fixed costs service assuming availability spare capacity utility"
"P079032","cash flow cs providers inadequate due tariffs subsidies reimbursed poor management"
"P079032","cash flow cs providers low tariffs properly account depreciation service providers reimbursed subsidies provide consumers government entities pay consumed services"
"P079032","cash flow cs providers low"
"P079032","ceiling designated account equivalent million initial stage project subsequently increased million"
"P079032","ceiling perceived regions municipalities political interference adversely affects investment levels"
"P079032","challenge lies improving hcs services local level bold implement federal legislative framework"
"P079032","challenge implementing hcs reforms existence political subnational levels"
"P079032","choice lending instrument"
"P079032","cities prepare detailed investment plans hcs infrastructure financed project design tender documents"
"P079032","continued implementation macroeconomic stabilization policy supported economic growth"
"P079032","contract audit awarded project implementation extended yearto auditor subject satisfactory performance"
"P079032","core housing policy laid housing code regulates basic principles housing sector breaking monopoly municipal enterprises housing services provision"
"P079032","cost audit financed proceeds loan"
"P079032","countrys financial mitigate risk recommended management procurement existing engaging private independent capacity infrastructure auditors"
"P079032","cps banks support infrastructure sector focus improving quality utility services housing"
"P079032","creation effective buildinglevel management structures critical buildings energy efficient"
"P079032","criteria assessing reform status selection process focus main improving financial viability communal services providers strengthening social protection hcs consumers creating market competition housing management maintenance"
"P079032","current socio economic environment stable policy environment hcs reform agenda carried"
"P079032","daytoday management project carried project management team project implementation unit piu"
"P079032","daytoday management project carried project management team project implementation unit"
"P079032","design implementation fiscal federalism fiscal reform project russia practices highlighted performancebased criteria determine allocation resources subnational governments improve performance subnational governments"
"P079032","detailed implementation arrangements operations manual project"
"P079032","detailed eligible investments provided annex emp"
"P079032","disbursement payments funds finance infrastructure investments selected municipalities component centralized manner single designated account operated contractors submit invoices payment municipalities deliveredservices provided independent supervising engineers responsible ongoing supervision quality verify payment municipalities independently check quality services received certify payment executes payment supplierscontractors designated account funds municipalities receiving documents approval independent consultants municipality"
"P079032","draft procedures compliance monitoring delineates responsibilities parties participating environmental assessment process"
"P079032","draft procedures compliance monitoring delineates responsibilities parties participating environmental assessment process"
"P079032","droblems solved low qualitv services low consumer satisfaction access communal services remains issue russia"
"P079032","environmental requirements procedures suggests arrangements evaluation significant environmental impacts recommends remediation mitigation measures"
"P079032","economic benefit improved service continuity calculated total economic costs required ensure adequate service supply alternative venues service supply interruptions"
"P079032","economic benefits costs investment plans calculated exclusive taxes subsidies"
"P079032","economic benefits decreased morbidity measured average economic added employed individual found statistical publications national statistical service country unit time"
"P079032","eirr individual investment plans underestimated due difficulties quantifying benefits reduction environmental damage result improvement infrastructure enhancement technical capacity cs providers increase energy efficiency employment gains decrease untargeted public subsidies improvement relations municipality residents local administration authorities costs investment costs"
"P079032","estimated investment capita based cities participate investment phase population sizes"
"P079032","existing facilities consume excessive amounts power fuel resources unit production due inefficient outdated equipment losses heat water poor design facilities"
"P079032","existing regulatory framework creates perverse incentives reducing costs improving operational efficiency"
"P079032","federal government estimates rur billion billion required rehabilitation modernization communal services infrastructure"
"P079032","federal law organizational principles local government russian federation passed established legal territorial organizational economic principles organization local selfgovernment russian federation defined guarantees exercising"
"P079032","fer vast experience implementing world bank projects"
"P079032","fer established extensive experience gained managing world bank supported projects russia"
"P079032","financial analysis investment plans measure cash inflows outflows market prices"
"P079032","financial benefits project classified reduction operating maintenance costs cs providers"
"P079032","financial costs project include items economic analysis section include taxes"
"P079032","financial flows billing collection centers individual cs providers calculated consumption formulas determined municipality"
"P079032","financial management arrangements project acceptable bank subject addressing weaknesses identified fm appraisal annex"
"P079032","financial management fm arrangements fer reviewed periodically previous existing project supervisions found satisfactory"
"P079032","final project audits cover months"
"P079032","fm assessment identified weaknesses corrected weakness action responsible person completion date fm prepare detailed finance project project om including director effectiveness date financial banks review comments implementing entity federal agency construction hcs russian federation rosstroi responsible implementation project including progress reports coordination parties concerned"
"P079032","focus spreading international russian practice sharing experience gained project participating cities"
"P079032","key solved access communal services remains issue existing perception russia complete coverage services percent urban population access water supply percent sewerage percent heating figures rural lower access declining quality communal services combined challenge receiving continuous reliable supply rising costs emissions pollution result percent assets deteriorated percent assets completely wornout heat efficiency rate percent level heat water losses lack metering percent housing stock dilapidated uninhabitable regions percent annual backlog housing requiring repair million square meters impact targeted social assistance programs poverty alleviation remains shift categorybased privileges zgoti means based housing allowances partial administration subsidies weak"
"P079032","chart identifies audit reports required submitted project implementation agency due date submission audit report due date audit implementingentity piu months fiscal vear project financial statements pfs including soes months designated account"
"P079032","indicators monitor progress achieving project development objective improved financial viability communal entities including district heating water supply hot water supply waste water disposal improved quality delivery communal services including district heating water supply hot water supply waste water disposal percentage municipalities completed monetization housing allowances cash payments transferred individual social accounts citizens social payment arrears eliminated improved quality delivery communal services population percentage population rating services satisfactory percentage private investments total amount investments upgrade communal infrastructure percentage private companies managing communal sector facilities basis concession agreements agreements total communal entities percentage multifamilybuildings managed professional management companies"
"P079032","thresholds established"
"P079032","foundation enterprise restructuring financial institutions development fer noncommercial legal entity selected competitive basis act piu"
"P079032","foundation enterprise restructuring financial institutions development fer noncommercial legal entity selected competitive basis act project implementation unit"
"P079032","party agreement ministry finance rosstroi regional administration municipality define legal arrangements investment projects"
"P079032","fuel heat efficiency percent results cost pollution emission"
"P079032","functions fer provide day day coordination project include"
"P079032","goal reduce financial burden social payments improve targeting subsidies genuinely needy"
"P079032","government drafted economic reform programs including subprogram reform upgrading housing communal service sector russian federation adopted government late federal targeted program housing zhilishche"
"P079032","government expressed willingness banks fiduciary project management procedures ensure transparency efficiency money flows mitigate potential risks misuse funds"
"P079032","government midst shift subsidies means tested housing allowances phasing category based privileges zgoti"
"P079032","government informed decision change instrument based thepros cons analysis prepared team"
"P079032","government russia requested banks assistance project comparative advantage provide integrated support macroeconomic financial technical social environmental dimensions"
"P079032","government importance improving hcs service provision closely service provision improving quality life"
"P079032","governments hcs strategy hcs continue governments top priorities"
"P079032","green includes investments compliant category projects red list investments environmental risks require fill scale ea supported project"
"P079032","green list includes investments compliant category projects red investments environmental risks require scale environmental assessment supported project"
"P079032","growth increasingly driven domestic consumption"
"P079032","hcs sector reformed inefficient sectors russian economy represents sectors require reforms russia complete transition market economy"
"P079032","hcs sector inefficient sectors russian economy sectors requires reforms russia complete transition market economy"
"P079032","hcs sector russia constitutes percent gdp"
"P079032","hcs sector russia constitutes percent gdp consumes percent countrys energy resources fixed assets account percent total fixed assets russian federation"
"P079032","hcs sector unattractive private financiers due investment risk profit potential lack solid legal regulatory framework widespread political interference"
"P079032","hcs pilot mechanism successful replicated country scale reforms channel funds regions municipalities efficient effective"
"P079032","housing allowance program countrys meanstested program"
"P079032","housing stock utility networks allowed depreciate maintenance investment funds diverted cashstrapped households local governments"
"P079032","housing stock dilapidated"
