"Project","Text"
"P079032","component consists subcomponents preparation municipal investment plans feasibility studies technical designs million subcomponent consist technical assistance selected reserve cities identify mix investments prepare investment plans feasibility studies technical designs investment subcomponents conduct financial economic analyses proposed investments"
"P079032","component consists subcomponents results measurement operating costs"
"P079032","component consists subcomponents results measurement usu million subcomponent includes technical assistance logistical support implement monitoring evaluation project including impact assessment"
"P079032","demandbased approach combines reforms investment create practices basis scaleup"
"P079032","document restricted distribution recipients performance official duties"
"P079032","enables governments consumers benchmark performance sector enterprises watch trends sector enterprise time"
"P079032","includes introduction unified database include data composition households housing conditions relevant information living conditions incomes benefits received"
"P079032","integrated management system generates required reports automatically including reports mof fmrs world bank"
"P079032","lack rights responsibilities land plots prevents home owners properly maintaining developing common property"
"P079032","package designed support modernization reform hcs sector redefine stimulate housing market russia"
"P079032","program pays housing allowances families spend set percentage total family income hcs payments"
"P079032","project complies applicable bank policies requires policy exceptions"
"P079032","project complex financial management arrangements implementation arrangements contracted extensive experience federal local levels"
"P079032","project includes social protection component aimed improving targeting coverage adequacy equity housing allowances subsidies direct investments rehabilitation modernization existing infrastructure"
"P079032","project finance investments defined municipalities selected"
"P079032","prudent management monetary reserves inflation real appreciation sustainable levels supported record federal budget surplus estimated percent cash basis gdp"
"P079032","saving economic benefit"
"P079032","section describes key steps reform phase timeline graph competitive selection cities reform phase technical economic financial environmental assessment municipal investment plans evaluation reform status award grants cities substantially completed planned reform"
"P079032","task envisage direct budget financing fulfillment supported contest allocate federal budget funds russian federation regions meet conditions"
"P079032","overcome posed infrastructure designed regard efficiency design life poorly maintained"
"P079032","include training local federal staff system gather data indicators improve performance"
"P079032","bank analytical practice demonstrated importance mainstreaming technical implementation capacity line agencies move parallel structures challenges remain terms human resources procurement policies practices"
"P079032","earlier engagement operations analytical transformation hcs sector russia countries bank gained meaningful lessons experience subject"
"P079032","departments managed agencies decisions eligibility applicants social assistance programs determine entitlements verify information provided applicant"
"P079032","financial performance utility companies measured ratio cash revenuedcash costs increase"
"P079032","time months jteform investment phase implementationof planned implementationof municipal investment plans including refoms services improve hcs service delivery prepatationof investment plans design docs selection grant award cities cities completed reform phase planned reforms aph project timeline project finance investments municipalities selected competitively investments defined investment plans"
"P079032","assist implementing methodology competitive selection participants project allocation funds implementing investment plans project participants including assessment applications selection municipalities technical economic financial environmental assessment investment plans evaluation regional reform status assessment approval technical designs"
"P079032","assist preparation negotiation agreements participating municipalities"
"P079032","carry payments contracts project arrange project audits"
"P079032","collect relevant information prepare financial reports ibrd rosstroi ministry finance"
"P079032","component support assurance setback implementation hcs reforms ethe demonstration tangible positive results subnational level reported onsumers emergence organized reforms sustainable nformed consumer movement locks reforms reversed brming counterweight monopolistic power nunicipal politicians"
"P079032","component preparation isignificant effort implementation hcs investment tppropriate capacity support structures including duns risks weak xtensive technical assistance prepare investment plans implementation capacity local feasibility studies technical designs mitigate level directly affect risks"
"P079032","conduct project implementation monitoring evaluation including municipalities monitor progress project implementation municipalities participating project including verification validation data reported municipalities spotchecks technical quality subprojects implementation completed"
"P079032","conduct spotchecks technical quality subprojects implementation completed"
"P079032","coordinate investment technical assistance activities including supervision procurement process consultant contracts outlined annex"
"P079032","ensure procurement procedures contracts implementation comply world bank guidelines projects objectives assist selection committee questions related procurement process"
"P079032","execute investment technical assistance activities including supervision procurement process consultant contracts outlined annex activities aimed helping selected municipalities implement hcs reforms infrastructure upgrading activities aimed support hcs reform implementation federal level including disseminating municipal practices nonparticipating regions municipalities"
"P079032","handle daytoday activities procurement financial accounting reporting"
"P079032","manage special account"
"P079032","prepare implement methodology competitive selection participants project allocation funds implementing investment plans project participants including issuing invitation participate project assessment approval technical designs recommendation approval"
"P079032","prepare bidding documents submit rosstroi approval"
"P079032","prepare project operations manual"
"P079032","prepare negotiate framework implementation agreements participating municipalities"
"P079032","review approve project operations manual"
"P079032","consultancy contracts resulting competitive selection process basis terms reference approved rosstroi agreed bank"
"P079032","serve secretariat interagency"
"P079032","topics identified include tariff setting private sector participation communal services financing mechanisms capital housing repairs bringing regional municipal regulations social assistance compliance federal legislation"
"P079032","total accounts receivable consumer classes increased rur billion rur billion"
"P079032","training proper application environmental social safeguards provided rosstroi staff component activities"
"P079032","transaction costs administration clients reduced costeffectiveness benefit payment system improved consolidation administration social assistance programs simplifjmg menu benefits unifylng eligibility rules"
"P079032","transforming stations"
"P079032","twelve percent respondents expect deterioration service quality percent expect situation improve"
"P079032","ultimately citizens pay cost corruption tariffs taxes"
"P079032","underlving lack investment infrastructure weak institutions challenge lies improving hcs services local level implementing federal framework"
"P079032","underlvinp lack investment infrastructure weak institutions"
"P079032","unprecedented macroeconomic stability achieved strong budgetary current account surpluses"
"P079032","millions total debt outstanding disbursed ibrd ida totai debt service ibrd ida composition net resourceflow official grants official creditors private creditors foreign direct investment net inflow portfolio equitynet inflow world bank program mm itments ibrd ebilateral disbursements ida rnultilaterd private principal repayments shortter net flows payments pi net transfers notethis tablewas producedfrom development economics ldb database"
"P079032","hedonic price method implicit hcs hour water supply sewage connections building insulation derived observing property values vary depending service exists"
"P079032","waster reloading sorting stations"
"P079032","wastewater treatment facilities excluding construction"
"P079032","water supply systems buildings constructions"
"P079032","water treatment plants water hardness removal deferrization drinking service"
"P079032","weaknesses action plan noted earlier financial management arrangements project strengthened"
"P079032","individual projects include construction eligible investment annex emp development investment specific environmental management plan required"
"P079032","physical losses reduced lower volume heat produced meet consumption requirement operating costs incurred"
"P079032","pace growth slowed major strengthening oil gas export commodity prices boost economic growth onwards"
"P079032","reforms infrastructure upgrading municipal level active involvement support regional administrations crucial create sustainable results"
"P079032","reforms infrastructure upgrading municipal level active involvement support regions federation municipalities crucial create sustainable results"
"P079032","increased service coverage municipalities benefit public system lower cost alternative sources"
"P079032","investments asset renovation replacement automated management system installation metering cost saving efficiencyenhancing solutions costefficiency utility companies increase coupled increased service quality legal framework ensure rate revenue collection"
"P079032","increased fuelefficiency cs providers reduction physical losses due improved infrastructure additional benefits form reduced emissions arise quantified based market price emission credit rights"
"P079032","majority population russian federation homeowners housing emerged valuable asset majority households"
"P079032","framework widelyaccepted approach conducting analysis indicators utilized gauge impact improved housing communal services health reduction morbidity deriving improvements quality drinking water sewerage expansion drainage indoor temperatures reduced indoor pollution"
"P079032","framework hcs project fer report rosstroi"
"P079032","framework approach marketed commodity housing considered range attributes services implicit prices reflected total commodity price paid"
"P079032","world bank moscow office economic unit"
"P079032","xi natural habitats opbp"
"P079032","vi rg vi vi vi vi io vi hl io vi xi iri hl hl rg hl hl hl annex detailed project description federation housing communal services project proposed support governments hcs program ten competitively selected mediumsized cities combination technical assistance reforms investments housing communal services infrastructure"
"P079032","xino approved bank management approval policy exception sought board project include critical risks rated substantial xiyes ref pad"
"P079032","zemlya kaliningrad kola laptev esto estonia kara sea latvia pen"
"P079032","zhang urban economist ecssd vladimir tsirkunov senior environmental engineer ecssd stepan titov senior economist ecspe maria gavrilova program assistant eccul alexander roukavichnikov procurement specialist ecsps galina kuznetsova senior financial management specialist ecsps ani balabanyan operations officer ecssd bank funds expended date project preparation bank resources"
"P085375","includes production promotion materials advocacylorientation districtlcity level decision makers opinion leaders districtlcity public awareness raising demand creation campaigns specific target supply chain building activities"
"P085375","includes situation analysis mpaphast formation vit cap preparation clts hygiene promotion"
"P085375","includes training district staffs responsible environmental health hygiene promotion implementing performance impact monitoring conducting baseline impact evaluation study included districts developing design supporting total sanitation programs districtslcities"
"P085375","includes training puskesmas sanitarian pustu staff bidan desa sanitation hygiene program performance monitoring access monitoring community level participatory monitoring sustainability monitoring mis implementing annual twoweek surveillance water borne diseases diarrhoea selected programhonprogram locations cross learning supports community hygiene sanitation interventions hygiene behaviour change sanitation access monitoring"
"P085375","includes training teacher children district workshops inserting curricula awareness campaign school communities children teachers parents"
"P085375","includes training trainers teacher children training provincial workshops"
"P085375","leaves implementation fy months effectively"
"P085375","level evidence considered soft components workshops training proven vulnerable corruption projects"
"P085375","manual provided vits cfts dpmus"
"P085375","form labor materials include land"
"P085375","means increasing population access improved water supply million million susenas data"
"P085375","mechanism enables identification shortcomings budget execution processes underspending budget allocations"
"P085375","mechanism detailed project manuals include regular sharing information media"
"P085375","mechanism ensure ifr reliable monitoring purposes"
"P085375","method cdd projects country"
"P085375","multidisciplinary approach strengthen local governments capacity monitor technical social health impacts wss investments provide postconstruction support undertake joint advocacy expansion sector respond unmet demand"
"P085375","detailed consideration requirement mis system levels considered holistically"
"P085375","community grants approval district consultants oversight lead poor performance pmc poor quality products procurement planning risk kickback budget disclosure procurement plan public domain markup risk procurement risk kickback collusive enhanced disclosure complaint handling practices award contract sanctions defined keppres"
"P085375","contributes significant delay procurement processing low quality successful bidderslconsultants low quality delivery required serviceslassignments"
"P085375","observation wslic padscalculation health benefits reduction health care opportunity costs due prevention water hygiene related diseases accounted percent projects total benefits terms quality life indicators perceived beneficiary households bappenasasem survey villages wslic subprojects sampled percent perceived impact percent subprojects rated adequate impact"
"P085375","policy espouses strategies empower indonesian communities choose finance manage services encourages participation communities regard promotes genderand povertysensitive approaches engaging beneficiary communities"
"P085375","poses fiduciary risks components managed"
"P085375","proect contributes objective banks indonesia country assistance strategy sewice delivery responsive poor"
"P085375","project contribute raising quality life poor communities improved health outcomes prevention water hygiene related diseases ii increased human development earnings capacity education nutrition productivity time savings brought improved water supply hygiene practices"
"P085375","assurance strict adherence proposed action plan financial management risks project substantially mitigated"
"P085375","level due substantial inherent risks country level project entity level due weak control environment country financial management reforms gradually progressed ii allocation project funds implementation community generic capacity implementation accountability weak iii decentralized nature project wide geographic spread cover provinces districts iv financial management capacity eventual participating district governments successfully administer grant funds stage districts selected date substantial amount fund managed noncontract selfmanaged mechanism found vulnerable lapses financial controls vi complex institutional arrangement project due involvement ministries roles strong coordination"
"P085375","recently completed study examined experience cdd projects wslic kdp upppkp cerd calculated rates return analyzed sampled beneficiaries assessment technicaymanagement quality project implementation impact quality life"
"P085375","represents quarter population served indonesia attain mdg rural water supply based susenas definitions safe water adopted goi"
"P085375","represents approximately quarter population served country attain rural sanitation mdg based jmp definitions improved sanitation"
"P085375","represents rural villages typical district median rural villages district"
"P085375","requirement include signed lists attended funded training events names addresses"
"P085375","requires formalizing arrangement waspolnampl pamsimas lead strengthening national policy framework maximizing learning opportunities resulting implementation mainstreaming"
"P085375","include setting institutional mechanisms pamsimas sharing sector information including planning data stakeholders sector"
"P085375","situation impacts financial management arrangements project extent project relies government financial management project implementation systems"
"P085375","statement public village meeting"
"P085375","subcomponent include development guidelines manuals training purposes integration critical operations postconstruction management existing functions"
"P085375","subcomponent build local institutional capacity government agencies ready assume responsibility managing expanding wss investments pamsimas support fades"
"P085375","suggests investment significant investment gap remain"
"P085375","encompass zones significant pressure water resources prone natural disasters"
"P085375","pronged strategy firstly technical assistance grants capacity building incentive funding improving community capacity plan implement sustain wss facilities supporting hygiene behavior change technical assistance capacity building advocacy incentive funding provincial district legislatives governments develop frameworks implementing national policy engage civil society improve services sustaining improved wss facilities undertake pamsimas replication project target"
"P085375","based terms reference agreed bank negotiations include inter alia assessment project implementing agencys internal control arrangements assertion project disbursements expenditures eligible financing"
"P085375","detailed project operations manual based systems operating successfully similar projects"
"P085375","accordance national sector policy framework community demanddriven investment ii informed choice community iii community control planning implementation operation facilities iv sharing construction cost communities community responsibility financing operation maintenance facilities consistent genderequity povertytargeting approaches achieve project outputs outcomes"
"P085375","encouraged formal informal processes"
"P085375","facilitiesg differentiated socio demonstrating economic status scaling processes achieved programmatic mainstreaming scalingup progress nationwide community achieving mdgs driven approach"
"P085375","district implementation teams facilitators villagers"
"P085375","regularly reviewed zommunities facilitators randomly team"
"P085375","supported development integration standard operating procedures environmental management detailed designs water supply schemes"
"P085375","ensure active participation pamsimas decision promote sectorwide harmonization approaches ultimately facilitate identification practices streamlining procedures simplifications endusers"
"P085375","include senior environmental specialist senior social safeguards specialist"
"P085375","include sanctions staff providers proven involved"
"P085375","include suggestions conduct simple surveys products mediumrisk market alternative hiring consultants procurement complex equipments services define specification terms reference"
"P085375","promote pooling resources information community management include establishing associations wss management annual meetings associations local government maintenance service contracts villages"
"P085375","provide indication readiness hygiene promotion activities cap"
"P085375","require service delivery consistently empowering communitydemanddriven approaches users choose coinvest services hold local governments accountable quality quantity services delivered managing regional water resources environmentally sustainable manner"
"P085375","include developing integrated approach capacity building range training selfbased learning project implementers operationalizing beginning"
"P085375","require provincial dgs responsible selection beneficiary communities approval community proposals grants facilitation community activities certifications tranche releases"
"P085375","meetings hosted local level government central level staff consultant attend key resource person"
"P085375","rejected alternatives include pure repeater project fifteen successfully piloting wslic projects variety provinces districts pure repeater project added compared initiatives"
"P085375","facilitation process informed choice communities enabled choose systems technically sound affordable operationally"
"P085375","subcoponent project support provincial district units responsible environmental health hygiene promotion financing training initiatives promote district monitoring wss mdg targets component support health outcome related community audits program evaluations periodic oversight reviews district wss performance"
"P085375","cap preparation process cfts provide training vit basic financial management record keeping setting water tariffs basic calculation skills constructing water system based agreed design ded"
"P085375","participatory planningprocess facilitators identify presence isolated vulnerable community report ppmuidpmu iifor isolated vulnerable identified ppmuldpmus organize orientation training relevant facilitators isolated vulnerable identify mechanisms effective participation address specific challenges deal conflict larger community iiisince facilitators hired locally extent expected familiar iv opportunity ivp consulted independently nonivp isolated vulnerable speaks language bahasa indonesia relevant brochures documents translated language"
"P085375","process expected local supply chains deliver affordable acceptable sanitation services remote communities allowing communities targeted total sanitation program subsequently upgrade improve sanitation facilities marketboughtgoods services"
"P085375","timely action acceptable bank required remedy situation"
"P085375","achieve mdgs water sanitation develop national strategy program mainstreaming scaling wslic practices approach respects assignment responsibilities central district governments current decentralization law time leverages comparative advantage responsibilities overlap"
"P085375","avoid adverse effects indigenous people ensure benefits pamsimas provide guidelines training culturally facilitation ensure local language"
"P085375","encourage continuous improvement performance system performance indicators established project secretariat increase ownership feedback guide behaviors"
"P085375","enhance access information media civil society web site constructed"
"P085375","enhance transparency vendors committedlpaid amount disclosed public domain information board public accountability meetings"
"P085375","ensure broader participation procurement process project consultancy services voluntary attendance nongovernment observers respected civil society institutions ngo forum university user strongly encouraged"
"P085375","guarantee information advice locally toilets province produce disseminate regularly updated catalogue options detailing materials costs innovative homemade designs lowcost sanitary toilets constructed households approach utilize institutional incentives drive community wide behaviour change campaign performance clean village competitions citizens report cards student health cards community health clubs local benchmxking comparing community performances district district awards local government bodies health centres manage stop defecationwithin jurisdiction"
"P085375","ensure broader coverage community organizations csos invited government send selected observers periodic supervisionlsite visits"
"P085375","ensure information widely disseminated encourage civil society oversight public accountability meetings held participating district beginning cycle"
"P085375","increase ownership avoid ineffective duplication investments school facilities local government community bear additional facility improvement costs provide service levels mone standards"
"P085375","qualify grant caps fulfill prescribed conditions related sustainability equity planned outcomes"
"P085375","topdown delivery systems past led poor gaining appreciable access safe sanitation services urban rural"
"P085375","torsand methods task"
"P085375","total sanitation campaign health office"
"P085375","total sanitation campaign health ofice"
"P085375","total sanitation campaign clts moh developing manual total sanitation campaign district subdistrict team advocacy provinceldistrict stakeholders andlor informal leaders sanitation options developing training manual districtlsubdistrict team training trainers provincial team national workshops supervision technical assistance"
"P085375","total sanitation program total sanitationprogram phased approach community behaviour change aiming safe excreta management hand washing moving locally relevant environmental sanitation issues water storage food hygiene solid waste wastewater management"
"P085375","total usdooo estimated approval supervision costs"
"P085375","traditionavreligious buildings"
"P085375","training community facilitators community institutions vits specifically address methods equitable sustainable tariff setting fair tariffs reflecting differentials levels service consumption users affordability tariffs poor cross subsidies required adequate coverage costs operation maintenance future replacement design life systems nofg social gender impact regular monitoring conducted taking advantage sustainability monitoring data social gender impact indicators"
"P085375","training training dghs moh moha including pom training cpmu ppmu pius staff implementation require skills carry program respective duties pom credit effectiveness"
"P085375","transparency safeguards transparent free flow information required raise awareness rights responsibilities stakeholders minimize collusion malpractice localities borrowers"
"P085375","transparently set fee scales facilitators"
"P085375","treatment systems include communal septic tanks serving households aerobiclanaerobic treatment reactors facultativelaerobic ponds"
"P085375","triggers release tranches detailed pom"
"P085375","institutional assessments carried performance assessment district agencies annually district level policy environment assessment mid term provincial level"
"P085375","type audit report executing duedate agency project financial statement single mpw months audit opinion comprising project government fiscal account account knowing scattered project implementation peer review result capacities proposed accept bpw external auditor project"
"P085375","incentives grants goi lm developing water implementation support infrastructure provide project management water supply rural pop lm facilitation"
"P085375","uklupls required projects leading localized environmental impacts scale pamsimas subprojects community based ordinarily require uklupl"
"P085375","undang undang"
"P085375","undang undang tahun tentang sumber daya air laws"
"P085375","sbcomponent project finance duration project central management advisory consultant team responsible technical implementation support project management monitoring implementation support preparations sectorwide program financial reporting"
"P085375","project finance service contracts provincial district management consultants"
"P085375","subcmpnent project finance duration project service contract independent impact evaluation consultant report directly steering committee"
"P085375","subcomponent beneficiary communities eligible school sanitation hygiene improvement grant cap process funded component"
"P085375","mode delivery project funds directly participating villages"
"P085375","decentralization legislation provision water supply sanitation local government responsibility water resources act subsequent government regulation development water supply systems sanitation sets minimum service provisions achieved local governments"
"P085375","community grants community receive total rp million equivalent construction water supply facilities programs rp million spent soft activities hygienelsanitation promotion training facilitation toilet facilities schools"
"P085375","existing national regulation contribute interruption services period budget"
"P085375","arrangement auditing purposes project budget performance measurement combined performance budget allocation implementing agency"
"P085375","mode delivery project funds directly participating villages"
"P085375","underfinancing wss sector sanitation hygiene improvement improving health productivity sanitation hygiene recognized national priority"
"P085375","unit cost assumptions capita urban water jrhan sanitation wastewater rural water ii rural sanitation"
"P085375","strongly justified abused risk approval subject mis procurement award contract committee call negotiation unit rates competitive selection prospective winner medium risk mandatory disclosure contract awards negotiate contract amount collusion nepotism awarding contract reputation bidderslconsultants submitted proposals bidderslconsultants conflict situation bidderslconsultants required sign legal andlor involved statement declaring conflict risk corruptlfraudulent practices situation andor involved past corruptlfraudulent practices past discarded legal actions government pursued"
"P085375","sets cap prepared annually trained community facilitator team village implementation team elected male female representatives"
"P085375","completion procurement process implementing agencies locations required publicize public domain wwwuuid website information related summary evaluation report contractorconsultant list shortlist awardees whichever applicable description services amount contract"
"P085375","urban sanitation addressed major policy issues indonesia"
"P085375","miions total debt outstanding disbursed ibrd ida"
"P085375","million executing agency finance grants districts"
"P085375","million project finance grants villages"
"P085375","project locations prov districts prov districts estimated provinces xovinces total villages communities districts villages lumber listrictsldesas main corruption wsslic channeled fewer facilitation project governance funds wsslic"
"P085375","swap apl"
"P085375","grants restricted activities scaleup project district level improve environmental sanitation community level"
"P085375","death avoided regard tofical sustainabil study found thatfical cost sustainable"
"P085375","studies economic losses inadequate sanitation poor hygiene practices lack access safe water supply huge"
"P085375","verification community district contributions combined approved cap signed implementation agreement trigger release tranche block grant village district kppn office cap accounts held village"
"P085375","village accountability meeting conducted attended villagers"
"P085375","village grant allocations estimated based unit cost idr million subject annual revision account inflation multiplied villages expected complete community action plans fy"
"P085375","villages protected screened project short listing process"
"P085375","villages receiving grant required apply funds scaling expansion program"
"P085375","villages demonstrated practice exceeded hygiene improvement community mobilization wss access targets identified eligible grant improvement community environment"
"P085375","villages months prepare begin implementation cap deposit percent cash contribution cap account designated bank"
"P085375","visits communities successful sanitation hygiene improvement powerful tools overcoming political resistance generating support ideas approaches"
"P085375","vit meeting doesnt include training vit provided executing highrisk poor remote subvillages reps agency women pmc review monitor approve direct selection selection process election representatives"
"P085375","voluntary observers procurement"
"P085375","voting tallying required reach village consensus final choices"
"P085375","waspola wslic project sharing information data"
"P085375","waspola partnership project goyausaidiworld banklwsp set mechanism interministerial goworking pokja ampl water supply sanitation"
"P085375","waspola engaged developing framework operationalise policy community demanddriven approaches decentralized planning implementation management community"
"P085375","waspola experience institutionalizing envrnmental policy framework swater sanitation development inform subcomponent"
"P085375","waspolnampl capitalize pamsimas vehicle harmonizing policy strategic initiatives"
"P085375","waspolnampl contribute effort capacity building pilot initiative selected districts mdg progress monitoring cooperation project team sought enable waspolnampl access data pamsimas progress project records"
"P085375","water sanitation director dgdceh appointed satker undertake implementation project"
"P085375","water sanitation wss sector performance access wss services continues low indonesia achieving wss mdg targets table annex require intensive effective government support"
"P085375","water quality access issues access adequate quantities acceptable quality water continues critical issue people untreated water unprotected dugwells irrigation canals unprotected springs rivers"
"P085375","water supply public sanitation infrastructure"
"P085375","found ics activities limited cover mpw budget implementation"
"P085375","noted mpw mohs ig limited capacity conduct internal audit project transactions"
"P085375","noted committed project implementation team dghs mpw prior experience implementing past bankfinanced projects providing reassurance strict adherence proposed action plan financial management risks project substantially mitigated"
"P085375","noted plan include risk based internal control reviews guidelines related"
"P085375","recommend ig plan includes internal audit pamsimas activities expenditure activities central province level recruits accountants enrich ig team"
"P085375","weaknesses previous project project administration verification monitoring consultants contract found main accountability weaknesses dghs"
"P085375","welfare statistics"
"P085375","wellinformed trained communities build percent cheaply comparable albeit simple water supply systems constructed contractors"
"P085375","constituted vit cap account"
"P085375","expenditures due payment cpmu ppmus dpmus initiate payment process"
"P085375","prior agreement bank procurement consultants individual consultants firms hired procurement committee"
"P085375","relevant indicators wslic sustainability outcome monitoring system adopted"
"P085375","isolated vulnerable people concerned facilitators ensure grievance redress mechanisms developed culturally close collaboration relevant"
"P085375","previous cdd projects upp implemented existing badan swadaya masyarakat bkm tim kerja masyarakat tkm"
"P085375","service levels achieved central government agency responsible required intervene"
"P085375","provincial campaigns form partnerships sanitation hygiene promotion initiatives incorporate relevant elements existing initiatives ensure consistent messages approaches campaign target"
"P085375","safeguard policies triggered environmental assessment opibpigp indigenous peoules od"
"P085375","national policy communitybased wses guiding document sector stakeholders including government agencies donors ngos communities implementing wses community level remains translating policy objectives principles national action plan"
"P085375","wildlife reserve"
"P085375","limited staff activities audited annually"
"P085375","sanitation project innovative clts successfully piloted wslic waspola"
"P085375","arrangement fund budgeted central government level fund flows directly respected technical unit local government"
"P085375","wslic assistance communities organize plan build operate maintain water supply promising results"
"P085375","villages project activities signboard describes project components costs progress date completion"
"P085375","women excluded decision women low income communities primary household water sanitation managers"
"P085375","women involved soft nontechnical project water committees continue dominated male villagers"
"P085375","behalf vi voluntary requiring significant time compensated accordance rules agreed community head treasurer tariffldebt collector audits provided carried correctly books tariff collections complete"
"P085375","world bank environmental assessment indigenous peoples safeguards policies triggered"
"P085375","ws economic review issue water desk january wslic implementation manual annex collaboration waspola prepare sector wide approach swap communitybased water supply sanitation indonesia indonesia water supply sanitation low income comlmunities pamsimas project programmatic sectorwide approaches swaps attracted government indonesia achieve mdgs water supply sanitation"
"P085375","wslic economic analysis"
"P085375","wslic experience project satisfactory terms increasing water service delivery participating villages poor households benefited project sustainable propoor service delivery automatically increase delivery"
"P085375","wslic experience strongly suggests capacities built vits capitalized sustained operation maintenance"
"P085375","wslic experience strongly supports continuation organization operation maintenance om forming om organization"
"P085375","wslic recently evaluated bappenasasem study cdd projects"
"P085375","wslic project experience election community team tkms management body water users bps conducted genderinsensitive"
"P085375","wslic expected improve health status reductions diarrhea environmental sanitation related diseases"
"P085375","wslic provided lessons sanitation issue addressed"
"P085375","wss investment policy environment policy environment conducive sector improvements approach"
"P085375","wsslic wslic publicly posting project financial contract information strengthened participatory planning community reduce elite capture strengthened bank supervision frequent visits villages teams advance notice"
"P085375","wssmdg targets project financing beneficiaries incremental coverage mdg sanitation baseline incremental investment achieve mdg million pamsimas coverage rural mdg total mdg pamsimas coverage rural mdg"
"P085375","forests opibp"
"P085375","natural habitats opibp"
"P085375","effectiveness decree issued authorizing ig undertake internal audits"
"P085375","negotiation project costs include budget training ig negotiations implement internal audits province central level"
"P085375","negotiations project costs include budget bpkp widen audit coverage block grant implementation villages districts interim audits"
"P085375","fifteen wslic coverage remains limited fundamentally period policy framework communitybased water supply environmental sanitation"
"P085375","yogyakarta jawa timur sulawesi tengah sulawesi selatan indian ocean bengkulu bali sulawesi tenggara sumatera selatan nusa tenggara barat maluku utara ibrd lampung nusa tenggara timur maluku march bangkabelitung kalimantan barat irian jaya papua banten kalimantan tengah australia kalimantan selatan"
