Project,Text,Target
P00001,combination political stability solid social contract steady growth resulted country lowest poverty rates latin america caribbean lac region proportion population incomes purchasing power parity decreased percent increased percent,Deprecated
P00001,main social risks impacts link main community health safety census execution including risks health covid participation military forces field data collection campaigns conflictive,Deprecated
P00001,project risk rated substantial due political governance technical design risks,Deprecated
P00001,pme module collects vital data assess impact agricultural activities environment social economic sustainability farming greenhouse gas ghg emissions data impacts climate related events agricultural activities,Deprecated
P00001,borrower issued impact expected prior negative impacts poverty,Deprecated
P00001,equal aqua platform offers solutions addressing barriers dimensions concrete actions,Deprecated
P00001,assessment reviewed social policies procedures government program found adequate,Deprecated
P00001,covid pandemic social distancing spotlight digital financial services social distancing receiving payment governments disburse funds quickly effectively households firms rapidly access online payments financing receive remittances abroad secure transparent,Deprecated
P00001,dolr follow financial rules procurement manuals goodsworksservices goi,Deprecated
P00001,financial model assumes pso compensation transfers paid accrued onwards compensation expected paid budget allocation draft document,Deprecated
P00001,financial model progress assumptions refined current engagements,Deprecated
P00001,financial results based audited financial statements,Deprecated
P00001,iesm consultant carry regular monitoring missions terms reference submit monitoring reports piu wb,Deprecated
P00001,iesm consultant carry regular monitoring missions terms reference submit monitoring reports piu wb,Deprecated
P00001,iesm consultant support pln monitoring implementation cesmps,Deprecated
P00001,audited financial statement due bank months government belizes fiscal runs april march,Deprecated
P00001,bsif piu responsible coordination monitoring climatesmart matching grant program,Deprecated
P00001,financial statements audited january,Deprecated
P00001,fmm prescribes quarterly financial reports prepared,Deprecated
P00001,audited project financial statements shared bank december months close financial,Deprecated
P00001,borrower dof ensure thirdparty verification monitoring performance grants carried consortium fisheries colleges universities act performance grants verification monitoring consultants vmc months effective date engage performance grants management consultants pgmc assist pmu managing process screening selection approval grant applications,Deprecated
P00001,isp aims implementation support project counterparts flexible efficient,Deprecated
P00001,subprojects type access markets beekeeping byproducts,Deprecated
P00001,ten productive models elaborated assess financial profitability sus vcs,Deprecated
P00001,dmeo successfully conducted highquality monitoring evaluation government programs meets criteria,Deprecated
P00001,idsp strengthens stateled decentralized laboratory based itenabled disease surveillance epidemicprone diseases monitor trends detect respond outbreaks trained rapid response teams rrts,Deprecated
P00001,dict joint memorandum circular jmc promotes infrastructure sharing service providers access network segments fair reasonable nondiscriminatory terms,Deprecated
P00001,cnss collect pool tns contributions serve single purchaser health services,Deprecated
P00001,brazilian economy heavily concentrated service sector accounts approximately percent economic activity,Deprecated
P00001,chennai metropolitan cma epitomizes economic potential vulnerabilities rapid urbanization,Deprecated
P00001,crisis increased moroccos macrofinancial vulnerabilities surge corporate bankruptcies loan defaults discarded severe deterioration business balance sheets,Deprecated
P00001,environment social framework serve screening tool subprojects,Deprecated
P00001,external auditor recruited audit report covering submitted unqualified clean opinion,Deprecated
P00001,pmu prepare project annual financial statements due months fiscal,Deprecated
P00001,current updated legal framework anchored angola national payment system law incomplete terms updating secondary regulatory acts required promote entrance players market support adoption digital financial products services interoperability market players,Deprecated
P00001,financial performance soe sector suffered effects covid crisis resulting global economic slowdown,Deprecated
P00001,government program activities ennajaa pforr supported strong expenditure framework embraces key pforr advanced regionalization expenditure management revenue administration digital administration,Deprecated
P00001,focus complex economically significant transactions response reality continuing signal market reform effort continues,Deprecated
P00001,financial features dpl cat ddo similar dpls deferred drawdown options exception dpl cat ddo revolving feature amounts repaid prior closing date subsequent drawdown,Deprecated
P00001,draft consolidated financial statements submitted auditor midaugust,Deprecated
P00001,exante funding codi expected provided financial institutions capital tier built time monthly premiums ii liquidity tier consisting contractual deposits financial institution codi iii emergency funding facility provided sarb exceptional shortfall repaid premiums paid banks,Deprecated
P00001,fy country partnership framework cpf features highly selective world bank wbg program targeted higherincome country,Deprecated
P00001,deficit expected reached percent gdp improvement driven uptick revenuetogdp ratio,Deprecated
P00001,dpl cat ddo renewed times time total deferral period,Deprecated
P00001,dpl cat ddo renewed operations closing date extended times october,Deprecated
P00001,expenditure framework jiangxi province adequate basis pforr,Deprecated
P00001,framework stipulates evaluation based predisclosed evaluation criterion,Deprecated
P00001,goi started framework support,Deprecated
P00001,dlis directly reflected results framework,Deprecated
P00001,committee published report nonpersonal data governance framework,Deprecated
P00001,idsp essential framework pandemic response india,Deprecated
P00001,source global findex global financial inclusion database source enif inegi httpsglobalfindexworldbankorg,Deprecated
P00001,source global findex global financial inclusion database world bank washington dc httpsglobalfindexworldbankorg,Deprecated
P00001,support measures improve id ecosystem mexico financial inclusion global initiative asa supporting adoption measures improve id ecosystem mexico broaden types credentials accepted financial institutions client onboarding contributed establishment id verification service renapo,Deprecated
P00001,asuncion sock market transactions grew percent percent amounted billion,Deprecated
P00001,auditors expressed unqualified audit opinion financial statements,Deprecated
P00001,central bank playing prominent role policy discussions paraguays economy sustainable including financial sector,Deprecated
P00001,constitution requires president submit annual financial report cgr april,Deprecated
P00001,final step analysis sensitivity analysis,Deprecated
P00001,prior actions pillar ensure fdps reside romania access social services labor market,Deprecated
P00001,goms internal institutions controls reserve verify expenditures post actions requested noncompliance rules,Deprecated
P00001,goms internal institutions controls reserve verify expenditures post actions requested noncompliance rules,Deprecated
P00001,fm arrangements etcic including budgeting accounting financial reporting auditing internal controls reviewed found satisfactory acceptable implementation project,Deprecated
P00001,institutional arrangements maintenance reflect internationally accepted practices,Deprecated
P00001,national institute statistics ine main official provider statistics angola,Deprecated
P00001,dggpse adif subject internal audit syndicate nation sigen federal governments internal audit agency jurisdiction executive branch,Deprecated
P00001,assessment enabling policy regulatory legal framework national statelevels promote decentralized planning implementation monitoring active redressal grievances jas effective participation safeguarding vulnerable sections,Deprecated
P00001,cne monitor evaluate progress activities supported project report progress results framework,Deprecated
P00001,pom set framework rules based inec manage project wb regulations fm procurement,Deprecated
P00001,framework agreement annexed pom,Deprecated
P00001,framework agreements price importer distribute imported wheat distributors mechanismregulation setting price flour sold bakeries review framework agreements moet selected importers prior signature,Deprecated
P00001,framework agreements cleared world bank,Deprecated
P00001,framework agreements roles responsibilities party lay technical contractual requirements wheat import purchases set rules pricing payments,Deprecated
P00001,energy journal,Deprecated
P00001,central bank reiterated commitment migrating inflation targeting framework mediumterm uncertainty risks abate local economic agents gain understanding monetary regime,Deprecated
P00001,competition council reoperationalized march government expressed commitment continue reinforcing competition framework reform underway streamline merger control,Deprecated
P00001,country faced reduction national cereal production reach percent due severity drought increase level imports context international prices,Deprecated
P00001,dpf series plays central role world bank engagement ecuador aligned wbgs fyfy country partnership framework cpf report,Deprecated
P00001,authorities reiterated commitment observing federal spending cap anchor fiscal framework,Deprecated
P00001,buenos aires metropolitan amba constitutes percent national population generates percent argentinas gdp,Deprecated
P00001,country territory million square kilometers population million inhabitants highly urbanized percent total population living cities,Deprecated
P00001,deployment plan faced significant levels hesitancy populations residing lebanon,Deprecated
P00001,direct beneficiaries project lebanese people displaced populations including syrian refugees project reduce cost bread,Deprecated
P00001,budget formulated multiannual macroeconomic framework sets macro targets rolling annual basis,Deprecated
P00001,close engagement authorities world bank imf eu reviewing macroeconomic policy framework design implementing key reform measures key mitigating factor,Deprecated
P00001,dpl consistent wbg country partnership framework cpf fy discussed board september report,Deprecated
P00001,authorities reiterated commitment observing federal spending cap anchor fiscal framework,Deprecated
P00001,stunting indonesia significant gender dimensions,Deprecated
P00001,expected effectiveness date july expected closing date november project depart cas content significant respects xino ref pad,Deprecated
P00001,fer chosen fer compliance,Deprecated
P00001,July,Deprecated
P00001,federation,Deprecated
P00001,pie chosen fer project,Deprecated
P00001,freinkman lev,Deprecated
P00001,funds distributed capita basis,Deprecated
P00001,fz december,Deprecated
P00001,rosstroi limited capacity implement bank financed ,Deprecated
P00001,projects russian decided outsource fiduciary functions disbursement ,Deprecated
P00001,procurement accounting reporting external agency piu,Deprecated
P00001,municipalities formalized procedures tariff regulation,Deprecated
P00001,investment funds rehabilitating modernizing existing infrastructure,Deprecated
P00001,investment funds rehabilitating modernizing existing infrastructure,Deprecated
P00001,municipal administrations apply participate project behalf local actors,Deprecated
P00001,municipal administrations adequate human resources regulate oversee providers partially local level sectoral knowledge traditionally concentrated cs providers,Deprecated
P00001,municipal administrations adequate human resources regulate oversee providers,Deprecated
P00001,municipal administrations apply participate project behalf local actors,Deprecated
P00001,municipal regional budgets sufficient funds fblly finance rehabilitation infrastructure,Deprecated
P00001,municipal regional budgets insufficient funds finance rehabilitation infrastructure,Deprecated
P00001,municipal authorities project proponentdeveloper responsible preparation specific investments approval relevant environmental authorities line existing regulations,Deprecated
P00001,municipal authorities project proponentdeveloper responsible preparation environmental management plan specific investments approval relevant environmental authorities line existing regulations,Deprecated
P00001,municipal investment plans include investment subproject primarily supports indicators project development objective outlined results fiamework annex,Deprecated
P00001,municipal investment plans include investment subproject primarily supports indicators project development objective outlined results framework,Deprecated
P00001,municipal steering committees established applicable coordinate provide guidance project implementation reporting,Deprecated
P00001,municipalities required submit report outlining reform status reform phase,Deprecated
P00001,municipalities spend percent annual budgets hcs sector,Deprecated
P00001,extreme poverty abolish eliminate eradicate,SDG 1.1
P00001,abolish extreme poverty,SDG 1.1
P00001,impacts poverty exacerbated rates inequalities,SDG 1.1
P00001,annual economic growth averaged percent poverty rate halved period reaching record low percent,SDG 1.1
P00001,government announced february reached goal eliminating rural extreme poverty,SDG 1.1
P00001,digitization government services promote management business continuity extreme weather events,SDG 1.1
P00001,covid social relief distress srd grants prevented additional people falling poverty prior action,SDG 1.1
P00001,dpf supports actions expected positive direct effects poverty reduction income distribution short term,SDG 1.1
P00001,eradicate scarcity extreme,SDG 1.1
P00001,eliminate extreme poverty,SDG 1.1
P00001,erase extreme poverty,SDG 1.1
P00001,eliminate extreme poverty,SDG 1.1
P00001,extinguish extreme poverty,SDG 1.1
P00001,expugne extreme poverty,SDG 1.1
P00001,extreme poverty abolish eliminate eradicate,SDG 1.1
P00001,abolish extreme poverty,SDG 1.1
P00001,eradicate scarcity extreme,SDG 1.1
P00001,eliminate extreme poverty,SDG 1.1
P00001,erase extreme poverty,SDG 1.1
P00001,eliminate extreme poverty,SDG 1.1
P00001,extinguish extreme poverty,SDG 1.1
P00001,expugne extreme poverty,SDG 1.1
P00001,reduce poverty men women dimensions,SDG 1.2
P00001,eliminate poverty men women dimensions,SDG 1.2
P00001,eliminate poverty dimensions men women dimensions,SDG 1.2
P00001,trim poverty men women men women dimensions,SDG 1.2
P00001,lower poverty dimensions men women dimensions,SDG 1.2
P00001,reduce hardship men women dimensions,SDG 1.2
P00001,poor men women men women dimensions,SDG 1.2
P00001,poor men female men women dimensions,SDG 1.2
P00001,stunting malnutrition indonesia significant gender dimensions poverty,SDG 1.2
P00001,reduce poverty men women dimensions,SDG 1.2
P00001,eliminate poverty men women dimensions,SDG 1.2
P00001,eliminate poverty dimensions men women dimensions,SDG 1.2
P00001,trim poverty men women men women dimensions,SDG 1.2
P00001,lower poverty dimensions men women dimensions,SDG 1.2
P00001,reduce hardship men women dimensions,SDG 1.2
P00001,poor men women men women dimensions,SDG 1.2
P00001,poor men female men women dimensions,SDG 1.2
P00001,social protection protection coverage system,SDG 1.3
P00001,social services program protection coverage system,SDG 1.3
P00001,social assistance protection coverage system,SDG 1.3
P00001,cash transfer program protection coverage system,SDG 1.3
P00001,social safety protection coverage system,SDG 1.3
P00001,social security protection coverage system,SDG 1.3
P00001,mid government policy phase lgoti privileges replace meanstested social payments,SDG 1.3
P00001,social impacts closely monitored life project,SDG 1.3
P00001,social payment arrears eliminated targeted programs hcs municipalities,SDG 1.3
P00001,social protection protection coverage system,SDG 1.3
P00001,social services program protection coverage system,SDG 1.3
P00001,social assistance protection coverage system,SDG 1.3
P00001,existing beneficiary data current programs counted share beneficiaries successful transferintegration social protection service delivery system,SDG 1.3
P00001,government continues priority social payments including pensions,SDG 1.3
P00001,sisbn iv contributes improving targeting harmonizing access rules familias en accion subsequent social programs,SDG 1.3
P00001,expected positive impacts threefold improved access cash transfers women improvement human capital development girls poor households rural cash transfers increase access education health services contribute increase hci closing gender gap social insurance adopting parametric reform measures expanding pension coverage tns,SDG 1.3
P00001,cash transfer program protection coverage system,SDG 1.3
P00001,social safety protection coverage system,SDG 1.3
P00001,social security protection coverage system,SDG 1.3
P00001,basic services poor vulnerable access property,SDG 1.4
P00001,poor rights economic acces basic services property equal economic resources microfinance,SDG 1.4
P00001,poor equal rights poor economic resources,SDG 1.4
P00001,vulnerable economic resources microfinance,SDG 1.4
P00001,ownership land property women men poor ,SDG 1.4
P00001,poor financial services basic fund-access,SDG 1.4
P00001,poor microfinance services people vulnerable equitable access resources poor,SDG 1.4
P00001,vulnerable services,SDG 1.4
P00001,land tenacy,SDG 1.4
P00001,women access services,SDG 1.4
P00001,women land access,SDG 1.4
P00001,women financial access services,SDG 1.4
P00001,female ownership,SDG 1.4
P00001,basic services poor vulnerable access property,SDG 1.4
P00001,poor rights economic acces basic services property equal economic resources microfinance,SDG 1.4
P00001,poor equal rights poor economic resources,SDG 1.4
P00001,vulnerable economic resources microfinance,SDG 1.4
P00001,ownership land property women men poor ,SDG 1.4
P00001,poor financial services basic fund-access,SDG 1.4
P00001,poor microfinance services people vulnerable equitable access resources poor,SDG 1.4
P00001,vulnerable services,SDG 1.4
P00001,land tenacy,SDG 1.4
P00001,women access services,SDG 1.4
P00001,women land access,SDG 1.4
P00001,women financial access services,SDG 1.4
P00001,female ownership,SDG 1.4
P00001,resilience poor,SDG 1.5
P00001,climate risk poor,SDG 1.5
P00001,resilience vulnerable situations,SDG 1.5
P00001,reduce exposure situations,SDG 1.5
P00001,reduce vulnerable exposure poor peolpe vulnerability,SDG 1.5
P00001,reduce vulnerability people clima shocks,SDG 1.5
P00001,resilience climate extreme events people vulnerable,SDG 1.5
P00001,reduce climate effects people vulnerable,SDG 1.5
P00001,climate events  shocks  preople reduce,SDG 1.5
P00001,climate environmental shocks epople reduce,SDG 1.5
P00001,climate disaster resilience vulnerable people,SDG 1.5
P00001,resilience climate disasters,SDG 1.5
P00001,resilience poor,SDG 1.5
P00001,climate risk poor,SDG 1.5
P00001,resilience vulnerable situations,SDG 1.5
P00001,reduce exposure situations,SDG 1.5
P00001,reduce vulnerable exposure poor peolpe vulnerability,SDG 1.5
P00001,reduce vulnerability people clima shocks,SDG 1.5
P00001,resilience climate extreme events people vulnerable,SDG 1.5
P00001,reduce climate effects people vulnerable,SDG 1.5
P00001,climate events  shocks  preople reduce,SDG 1.5
P00001,climate environmental shocks epople reduce,SDG 1.5
P00001,climate disaster resilience vulnerable people,SDG 1.5
P00001,resilience climate disasters,SDG 1.5
P00001,mobilization respurces,SDG 1.a
P00001,enhanced development,SDG 1.a
P00001,development cooperation countries,SDG 1.a
P00001,developing countries cooperation,SDG 1.a
P00001,implement policies poverty,SDG 1.a
P00001,policies poverty end,SDG 1.a
P00001,mobilization respurces,SDG 1.a
P00001,enhanced development,SDG 1.a
P00001,development cooperation countries,SDG 1.a
P00001,developing countries cooperation,SDG 1.a
P00001,implement policies poverty,SDG 1.a
P00001,policies poverty end,SDG 1.a
P00001,gender policy frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender based frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,pro gender frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender sensitive frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender specific frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,policiy framework gender frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,poverty eradication actions frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,policy gender sensitive frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,pro poor gender frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender policy frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender based frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,pro gender frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender sensitive frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,gender specific frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,policiy framework gender frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,poverty eradication actions frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,policy gender sensitive frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,pro poor gender frameworks pro sensitive strategies pro poor gender national regional international,SDG 1.b
P00001,increase wage,SDG 10.1
P00001,increase income,SDG 10.1
P00001,increase wage,SDG 10.1
P00001,increase income,SDG 10.1
P00001,empower social economic political religion,SDG 10.2
P00001,inclusive population social economic political disability race religion,SDG 10.2
P00001,religion equality social economic political inclusion age disability ,SDG 10.2
P00001,social equality equity social economic political inclusion age disability race religion,SDG 10.2
P00001,political inclusion social economic political inclusion age disability race religion,SDG 10.2
P00001,gender equality social economicage disability race religion,SDG 10.2
P00001,poor equality social economic political inclusion age disability religion,SDG 10.2
P00001,race equality social economic political inclusion age religion,SDG 10.2
P00001,ethnicity equality social economic political inclusion age disability race,SDG 10.2
P00001,ethnicity inclusion social economic political inclusion age,SDG 10.2
P00001,empower social economic political religion,SDG 10.2
P00001,inclusive population social economic political disability race religion,SDG 10.2
P00001,religion equality social economic political inclusion age disability ,SDG 10.2
P00001,social equality equity social economic political inclusion age disability race religion,SDG 10.2
P00001,political inclusion social economic political inclusion age disability race religion,SDG 10.2
P00001,gender equality social economicage disability race religion,SDG 10.2
P00001,poor equality social economic political inclusion age disability religion,SDG 10.2
P00001,race equality social economic political inclusion age religion,SDG 10.2
P00001,ethnicity equality social economic political inclusion age disability race,SDG 10.2
P00001,ethnicity inclusion social economic political inclusion age,SDG 10.2
P00001,inequality outcome equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,discrimination equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,legislation equality equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,equal rights equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,equality equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,excluded group equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,reduce inequality equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,reduce inequity equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,inequality outcome equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,discrimination equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,legislation equality equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,equal rights equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,equality equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,excluded group equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,reduce inequality equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,reduce inequity equal opportunity and reduce inequalities of outcome,SDG 10.3
P00001,social protectoin,SDG 10.4
P00001,inequality outcome,SDG 10.4
P00001,wage policies,SDG 10.4
P00001,equality,SDG 10.4
P00001,reduce inequality,SDG 10.4
P00001,equiality law,SDG 10.4
P00001,equiality finance,SDG 10.4
P00001,funds allocated social expenditure cofinancing,SDG 10.4
P00001,social protectoin,SDG 10.4
P00001,inequality outcome,SDG 10.4
P00001,wage policies,SDG 10.4
P00001,equality,SDG 10.4
P00001,reduce inequality,SDG 10.4
P00001,equiality law,SDG 10.4
P00001,equiality finance,SDG 10.4
P00001,financial regulation regulation and monitoring of global financial markets,SDG 10.5
P00001,financial monitoring regulation and monitoring of global financial markets,SDG 10.5
P00001,market regulation regulation and monitoring of global financial markets,SDG 10.5
P00001,market monitoring regulation and monitoring of global financial markets,SDG 10.5
P00001,financial oversight monitoring of global financial markets and institutions,SDG 10.5
P00001,banking oversight monitoring of global financial markets and institutions,SDG 10.5
P00001,banking regulation monitoring of global financial markets and institutions,SDG 10.5
P00001,banking monitoring monitoring of global financial markets and institutions,SDG 10.5
P00001,financial regulation regulation and monitoring of global financial markets,SDG 10.5
P00001,financial monitoring regulation and monitoring of global financial markets,SDG 10.5
P00001,market regulation regulation and monitoring of global financial markets,SDG 10.5
P00001,market monitoring regulation and monitoring of global financial markets,SDG 10.5
P00001,financial oversight monitoring of global financial markets and institutions,SDG 10.5
P00001,banking oversight monitoring of global financial markets and institutions,SDG 10.5
P00001,banking regulation monitoring of global financial markets and institutions,SDG 10.5
P00001,banking monitoring monitoring of global financial markets and institutions,SDG 10.5
P00001,financial regulation,SDG 10.6
P00001,international accountability,SDG 10.6
P00001,internationl economic institutions,SDG 10.6
P00001,legitimate international institutions,SDG 10.6
P00001,global accountability,SDG 10.6
P00001,global economic institutions,SDG 10.6
P00001,global international institutions,SDG 10.6
P00001,financial regulation,SDG 10.6
P00001,international accountability,SDG 10.6
P00001,internationl economic institutions,SDG 10.6
P00001,legitimate international institutions,SDG 10.6
P00001,global accountability,SDG 10.6
P00001,global economic institutions,SDG 10.6
P00001,global international institutions,SDG 10.6
P00001,people migration,SDG 10.7
P00001,mobility people,SDG 10.7
P00001,diaspora,SDG 10.7
P00001,population people displacement,SDG 10.7
P00001,population migration climate,SDG 10.7
P00001,mobility population movement,SDG 10.7
P00001,people displacement,SDG 10.7
P00001,people migration,SDG 10.7
P00001,mobility people,SDG 10.7
P00001,diaspora,SDG 10.7
P00001,population people displacement,SDG 10.7
P00001,population migration climate,SDG 10.7
P00001,mobility population movement,SDG 10.7
P00001,people displacement,SDG 10.7
P00001,principle differential treatment,SDG 10.a
P00001,principle differential treatment,SDG 10.a
P00001,development aid,SDG 10.b
P00001,finance aid,SDG 10.b
P00001,development aid,SDG 10.b
P00001,finance aid,SDG 10.b
P00001,remittance,SDG 10.c
P00001,remittance,SDG 10.c
P00001,"housing adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,"homeless adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,"slum adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,"safe affordable housing adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,services provided households lack incentives improve service quality expand service coverage,SDG 11.1
P00001,"housing adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,"homeless adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,"slum adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,"safe affordable housing adequate, safe and affordable housing and basic services and upgrade slums",SDG 11.1
P00001,ensuring subsidies paid housing allowances financed regional federal budgets,SDG 11.1
P00001,"road markings provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"motorised trasnport provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"transport lanes provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"pedestrian walk provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"bus bay provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"bus stop provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"bridge reconstruction provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"pedestrian walk provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"pedestrian overpass provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"blok crossing parking facilities provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"parking strategy provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"cycling facilities provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"shared bicycle provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"junction channelization provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"cycling provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"traffic control system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"traffic informacion system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"public transport provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"passenger information system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"transport mobility provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"urban road network provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"travel demand provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"tolling system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"congestion charging scheme provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"urban transport strategy provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"transport resilience maintenance provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"transport improve provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"waterway transport system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"urban transport strategy system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
P00001,"urban transport institutions provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities",SDG 11.2
