Project;Text;Target
P00001;expugne extreme poverty;SDG 1.1
P00001;extreme poverty abolish eliminate eradicate;SDG 1.1
P00001;abolish extreme poverty;SDG 1.1
P00001;eradicate scarcity extreme;SDG 1.1
P00001;eliminate extreme poverty;SDG 1.1
P00001;erase extreme poverty;SDG 1.1
P00001;eliminate extreme poverty;SDG 1.1
P00001;extinguish extreme poverty;SDG 1.1
P00001;expugne extreme poverty;SDG 1.1
P00001;reduce poverty men women dimensions;SDG 1.2
P00001;eliminate poverty men women dimensions;SDG 1.2
P00001;eliminate poverty dimensions men women dimensions;SDG 1.2
P00001;trim poverty men women men women dimensions;SDG 1.2
P00001;lower poverty dimensions men women dimensions;SDG 1.2
P00001;reduce hardship men women dimensions;SDG 1.2
P00001;poor men women men women dimensions;SDG 1.2
P00001;poor men female men women dimensions;SDG 1.2
P00001;reduce poverty men women dimensions;SDG 1.2
P00001;eliminate poverty men women dimensions;SDG 1.2
P00001;eliminate poverty dimensions men women dimensions;SDG 1.2
P00001;trim poverty men women men women dimensions;SDG 1.2
P00001;lower poverty dimensions men women dimensions;SDG 1.2
P00001;reduce hardship men women dimensions;SDG 1.2
P00001;poor men women men women dimensions;SDG 1.2
P00001;poor men female men women dimensions;SDG 1.2
P00001;social protection protection coverage system;SDG 1.3
P00001;social services program protection coverage system;SDG 1.3
P00001;social assistance protection coverage system;SDG 1.3
P00001;cash transfer program protection coverage system;SDG 1.3
P00001;social safety protection coverage system;SDG 1.3
P00001;social security protection coverage system;SDG 1.3
P00001;mid government policy phase lgoti privileges replace meanstested social payments;SDG 1.3
P00001;social impacts closely monitored life project;SDG 1.3
P00001;social payment arrears eliminated targeted programs hcs municipalities;SDG 1.3
P00001;social protection protection coverage system;SDG 1.3
P00001;social services program protection coverage system;SDG 1.3
P00001;social assistance protection coverage system;SDG 1.3
P00001;cash transfer program protection coverage system;SDG 1.3
P00001;social safety protection coverage system;SDG 1.3
P00001;social security protection coverage system;SDG 1.3
P00001;basic services poor vulnerable access property;SDG 1.4
P00001;poor rights economic acces basic services property equal economic resources microfinance;SDG 1.4
P00001;poor equal rights poor economic resources;SDG 1.4
P00001;vulnerable economic resources microfinance;SDG 1.4
P00001;ownership land property women men poor ;SDG 1.4
P00001;poor financial services basic fund-access;SDG 1.4
P00001;poor microfinance services people vulnerable equitable access resources poor;SDG 1.4
P00001;vulnerable services;SDG 1.4
P00001;land tenacy;SDG 1.4
P00001;women access services;SDG 1.4
P00001;women land access;SDG 1.4
P00001;women financial access services;SDG 1.4
P00001;female ownership;SDG 1.4
P00001;basic services poor vulnerable access property;SDG 1.4
P00001;poor rights economic acces basic services property equal economic resources microfinance;SDG 1.4
P00001;poor equal rights poor economic resources;SDG 1.4
P00001;vulnerable economic resources microfinance;SDG 1.4
P00001;ownership land property women men poor ;SDG 1.4
P00001;poor financial services basic fund-access;SDG 1.4
P00001;poor microfinance services people vulnerable equitable access resources poor;SDG 1.4
P00001;vulnerable services;SDG 1.4
P00001;land tenacy;SDG 1.4
P00001;women access services;SDG 1.4
P00001;women land access;SDG 1.4
P00001;women financial access services;SDG 1.4
P00001;female ownership;SDG 1.4
P00001;resilience poor;SDG 1.5
P00001;climate risk poor;SDG 1.5
P00001;resilience vulnerable situations;SDG 1.5
P00001;reduce exposure situations;SDG 1.5
P00001;reduce vulnerable exposure poor peolpe vulnerability;SDG 1.5
P00001;reduce vulnerability people clima shocks;SDG 1.5
P00001;resilience climate extreme events people vulnerable;SDG 1.5
P00001;reduce climate effects people vulnerable;SDG 1.5
P00001;climate events  shocks  preople reduce;SDG 1.5
P00001;climate environmental shocks epople reduce;SDG 1.5
P00001;climate disaster resilience vulnerable people;SDG 1.5
P00001;resilience climate disasters;SDG 1.5
P00001;resilience poor;SDG 1.5
P00001;climate risk poor;SDG 1.5
P00001;resilience vulnerable situations;SDG 1.5
P00001;reduce exposure situations;SDG 1.5
P00001;reduce vulnerable exposure poor peolpe vulnerability;SDG 1.5
P00001;reduce vulnerability people clima shocks;SDG 1.5
P00001;resilience climate extreme events people vulnerable;SDG 1.5
P00001;reduce climate effects people vulnerable;SDG 1.5
P00001;climate events  shocks  preople reduce;SDG 1.5
P00001;climate environmental shocks epople reduce;SDG 1.5
P00001;climate disaster resilience vulnerable people;SDG 1.5
P00001;resilience climate disasters;SDG 1.5
P00001;mobilization respurces;SDG 1.a
P00001;enhanced development;SDG 1.a
P00001;development cooperation countries;SDG 1.a
P00001;developing countries cooperation;SDG 1.a
P00001;implement policies poverty;SDG 1.a
P00001;policies poverty end;SDG 1.a
P00001;mobilization respurces;SDG 1.a
P00001;enhanced development;SDG 1.a
P00001;development cooperation countries;SDG 1.a
P00001;developing countries cooperation;SDG 1.a
P00001;implement policies poverty;SDG 1.a
P00001;policies poverty end;SDG 1.a
P00001;gender policy frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender based frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;pro gender frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender sensitive frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender specific frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;policiy framework gender frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;poverty eradication actions frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;policy gender sensitive frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;pro poor gender frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender policy frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender based frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;pro gender frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender sensitive frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;gender specific frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;policiy framework gender frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;poverty eradication actions frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;policy gender sensitive frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;pro poor gender frameworks pro sensitive strategies pro poor gender national regional international;SDG 1.b
P00001;increase wage;SDG 10.1
P00001;increase income;SDG 10.1
P00001;increase wage;SDG 10.1
P00001;increase income;SDG 10.1
P00001;empower social economic political religion;SDG 10.2
P00001;inclusive population social economic political disability race religion;SDG 10.2
P00001;religion equality social economic political inclusion age disability ;SDG 10.2
P00001;social equality equity social economic political inclusion age disability race religion;SDG 10.2
P00001;political inclusion social economic political inclusion age disability race religion;SDG 10.2
P00001;gender equality social economicage disability race religion;SDG 10.2
P00001;poor equality social economic political inclusion age disability religion;SDG 10.2
P00001;race equality social economic political inclusion age religion;SDG 10.2
P00001;ethnicity equality social economic political inclusion age disability race;SDG 10.2
P00001;ethnicity inclusion social economic political inclusion age;SDG 10.2
P00001;empower social economic political religion;SDG 10.2
P00001;inclusive population social economic political disability race religion;SDG 10.2
P00001;religion equality social economic political inclusion age disability ;SDG 10.2
P00001;social equality equity social economic political inclusion age disability race religion;SDG 10.2
P00001;political inclusion social economic political inclusion age disability race religion;SDG 10.2
P00001;gender equality social economicage disability race religion;SDG 10.2
P00001;poor equality social economic political inclusion age disability religion;SDG 10.2
P00001;race equality social economic political inclusion age religion;SDG 10.2
P00001;ethnicity equality social economic political inclusion age disability race;SDG 10.2
P00001;ethnicity inclusion social economic political inclusion age;SDG 10.2
P00001;inequality outcome equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;discrimination equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;legislation equality equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;equal rights equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;equality equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;excluded group equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;reduce inequality equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;reduce inequity equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;inequality outcome equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;discrimination equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;legislation equality equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;equal rights equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;equality equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;excluded group equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;reduce inequality equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;reduce inequity equal opportunity and reduce inequalities of outcome;SDG 10.3
P00001;social protectoin;SDG 10.4
P00001;inequality outcome;SDG 10.4
P00001;wage policies;SDG 10.4
P00001;equality;SDG 10.4
P00001;reduce inequality;SDG 10.4
P00001;equiality law;SDG 10.4
P00001;equiality finance;SDG 10.4
P00001;funds allocated social expenditure cofinancing;SDG 10.4
P00001;social protectoin;SDG 10.4
P00001;inequality outcome;SDG 10.4
P00001;wage policies;SDG 10.4
P00001;equality;SDG 10.4
P00001;reduce inequality;SDG 10.4
P00001;equiality law;SDG 10.4
P00001;equiality finance;SDG 10.4
P00001;financial regulation regulation and monitoring of global financial markets;SDG 10.5
P00001;financial monitoring regulation and monitoring of global financial markets;SDG 10.5
P00001;market regulation regulation and monitoring of global financial markets;SDG 10.5
P00001;market monitoring regulation and monitoring of global financial markets;SDG 10.5
P00001;financial oversight monitoring of global financial markets and institutions;SDG 10.5
P00001;banking oversight monitoring of global financial markets and institutions;SDG 10.5
P00001;banking regulation monitoring of global financial markets and institutions;SDG 10.5
P00001;banking monitoring monitoring of global financial markets and institutions;SDG 10.5
P00001;financial regulation regulation and monitoring of global financial markets;SDG 10.5
P00001;financial monitoring regulation and monitoring of global financial markets;SDG 10.5
P00001;market regulation regulation and monitoring of global financial markets;SDG 10.5
P00001;market monitoring regulation and monitoring of global financial markets;SDG 10.5
P00001;financial oversight monitoring of global financial markets and institutions;SDG 10.5
P00001;banking oversight monitoring of global financial markets and institutions;SDG 10.5
P00001;banking regulation monitoring of global financial markets and institutions;SDG 10.5
P00001;banking monitoring monitoring of global financial markets and institutions;SDG 10.5
P00001;financial regulation;SDG 10.6
P00001;international accountability;SDG 10.6
P00001;internationl economic institutions;SDG 10.6
P00001;legitimate international institutions;SDG 10.6
P00001;global accountability;SDG 10.6
P00001;global economic institutions;SDG 10.6
P00001;global international institutions;SDG 10.6
P00001;financial regulation;SDG 10.6
P00001;international accountability;SDG 10.6
P00001;internationl economic institutions;SDG 10.6
P00001;legitimate international institutions;SDG 10.6
P00001;global accountability;SDG 10.6
P00001;global economic institutions;SDG 10.6
P00001;global international institutions;SDG 10.6
P00001;people migration;SDG 10.7
P00001;mobility people;SDG 10.7
P00001;diaspora;SDG 10.7
P00001;population people displacement;SDG 10.7
P00001;population migration climate;SDG 10.7
P00001;mobility population movement;SDG 10.7
P00001;people displacement;SDG 10.7
P00001;people migration;SDG 10.7
P00001;mobility people;SDG 10.7
P00001;diaspora;SDG 10.7
P00001;population people displacement;SDG 10.7
P00001;population migration climate;SDG 10.7
P00001;mobility population movement;SDG 10.7
P00001;people displacement;SDG 10.7
P00001;principle differential treatment;SDG 10.a
P00001;principle differential treatment;SDG 10.a
P00001;development aid;SDG 10.b
P00001;finance aid;SDG 10.b
P00001;development aid;SDG 10.b
P00001;finance aid;SDG 10.b
P00001;remittance;SDG 10.c
P00001;remittance;SDG 10.c
P00001;housing adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;homeless adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;slum adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;safe affordable housing adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;services provided households lack incentives improve service quality expand service coverage;SDG 11.1
P00001;housing adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;homeless adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;slum adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;safe affordable housing adequate, safe and affordable housing and basic services and upgrade slums;SDG 11.1
P00001;ensuring subsidies paid housing allowances financed regional federal budgets;SDG 11.1
P00001;road markings provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;motorised trasnport provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport lanes provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;pedestrian walk provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;bus bay provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;bus stop provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;bridge reconstruction provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;pedestrian walk provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;pedestrian overpass provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;blok crossing parking facilities provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;parking strategy provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;cycling facilities provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;shared bicycle provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;junction channelization provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;cycling provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;traffic control system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;traffic informacion system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;public transport provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;passenger information system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport mobility provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban road network provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;travel demand provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;tolling system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;congestion charging scheme provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban transport strategy provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport resilience maintenance provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport improve provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;waterway transport system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban transport strategy system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban transport institutions provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;road markings provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;motorised trasnport provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport lanes provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;pedestrian walk provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;bus bay provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;bus stop provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;bridge reconstruction provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;pedestrian walk provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;pedestrian overpass provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;blok crossing parking facilities provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;parking strategy provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;cycling facilities provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;shared bicycle provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;junction channelization provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;cycling provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;traffic control system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;traffic informacion system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;public transport provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;passenger information system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport mobility provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban road network provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;travel demand provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;tolling system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;congestion charging scheme provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban transport strategy provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport resilience maintenance provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;transport improve provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;waterway transport system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban transport strategy system provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;urban transport institutions provide access to safe, affordable, accessible and sustainable transport systems women persons with disabilities;SDG 11.2
P00001;resettlement human planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;town planning planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban development planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban infrastructure planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban infrastructure projects planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban infrastructure planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urbanization planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban settlements planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban planning planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;inclusive sustainable urbanization planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;sustainable capacity urbanization planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;integrated human settlements planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;participatory settlement management planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;sustainable building planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;resettlement human planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;town planning planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban development planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban infrastructure planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban infrastructure projects planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban infrastructure planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urbanization planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban settlements planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;urban planning planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;inclusive sustainable urbanization planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;sustainable capacity urbanization planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;integrated human settlements planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;participatory settlement management planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;sustainable building planning inclusive urbanization integrated settlement cities inclusive urbanization;SDG 11.3
P00001;protect cultural heritage;SDG 11.4
P00001;heritage cultural;SDG 11.4
P00001;natural heritage;SDG 11.4
P00001;cultural natural heritage;SDG 11.4
P00001;protect cultural heritage;SDG 11.4
P00001;heritage cultural;SDG 11.4
P00001;natural heritage;SDG 11.4
P00001;cultural natural heritage;SDG 11.4
P00001;dredging deaths economic losses global gross diasters affected;SDG 11.5
P00001;flood way  deaths economic losses global gross diasters affected;SDG 11.5
P00001;flow capacity  deaths economic losses global gross diasters affected;SDG 11.5
P00001;retention basin  deaths economic losses global gross diasters affected;SDG 11.5
P00001;embankment  deaths economic losses global gross diasters affected;SDG 11.5
P00001;flood management  deaths economic losses global gross diasters affected;SDG 11.5
P00001;flood information  deaths economic losses global gross diasters affected;SDG 11.5
P00001;FMIS  deaths economic losses global gross diasters affected;SDG 11.5
P00001;floodway  deaths economic losses global gross diasters affected;SDG 11.5
P00001;dredging deaths economic losses global gross diasters affected;SDG 11.5
P00001;flood way  deaths economic losses global gross diasters affected;SDG 11.5
P00001;flow capacity  deaths economic losses global gross diasters affected;SDG 11.5
P00001;retention basin  deaths economic losses global gross diasters affected;SDG 11.5
P00001;embankment  deaths economic losses global gross diasters affected;SDG 11.5
P00001;flood management  deaths economic losses global gross diasters affected;SDG 11.5
P00001;flood information  deaths economic losses global gross diasters affected;SDG 11.5
P00001;FMIS  deaths economic losses global gross diasters affected;SDG 11.5
P00001;floodway  deaths economic losses global gross diasters affected;SDG 11.5
P00001;waste reduction reduce adverse environmental impacts cities management;SDG 11.6
P00001;separation waste reduce adverse environmental impacts cities ;SDG 11.6
P00001;city waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;urban waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;wastewater reduce adverse environmental impacts cities management;SDG 11.6
P00001;water pollution reduce adverse environmental impacts cities ;SDG 11.6
P00001;reduce pollution reduce adverse environmental impacts cities management;SDG 11.6
P00001;recycling reduce adverse environmental impacts cities management;SDG 11.6
P00001;municipal waste reduce adverse environmental impacts cities;SDG 11.6
P00001;food waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;kitchen waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;treatment plant reduce adverse environmental impacts cities management;SDG 11.6
P00001;oil water separator reduce adverse environmental impacts cities management;SDG 11.6
P00001;domestic waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;waste reduction reduce adverse environmental impacts cities management;SDG 11.6
P00001;separation waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;city waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;urban waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;wastewater reduce adverse environmental impacts cities management;SDG 11.6
P00001;water pollution reduce adverse environmental impacts cities management;SDG 11.6
P00001;reduce pollution reduce adverse environmental impacts cities management;SDG 11.6
P00001;construction period generation construction wastes negative impacts physical factors including increased noise;SDG 11.6
P00001;recycling reduce adverse environmental impacts cities management;SDG 11.6
P00001;oil water separator reduce adverse environmental impacts cities management;SDG 11.6
P00001;domestic waste reduce adverse environmental impacts cities management;SDG 11.6
P00001;public spaces;SDG 11.7
P00001;green spaces;SDG 11.7
P00001;inclusive spaces;SDG 11.7
P00001;women public spaces;SDG 11.7
P00001;female public spaces;SDG 11.7
P00001;public spaces;SDG 11.7
P00001;green spaces;SDG 11.7
P00001;inclusive spaces;SDG 11.7
P00001;women public spaces;SDG 11.7
P00001;female public spaces;SDG 11.7
P00001;urban rural areas planning rural development planning urban peri urban links economic regional;SDG 11.a
P00001;suburban rural development planning urban peri urban links economic;SDG 11.a
P00001;rural areas planning rural development planning urban peri urban links economic regional;SDG 11.a
P00001;urban planning regional rural development planning urban peri urban;SDG 11.a
P00001;regional planning plan rural development planning urban peri urban;SDG 11.a
P00001;urban transport institutions rural development planning urban peri urban;SDG 11.a
P00001;monitor urban transport rural development planning urban peri urban;SDG 11.a
P00001;transport connectivity areas urban rural development planning urban peri urban;SDG 11.a
P00001;road management regional development planning;SDG 11.a
P00001;urban rural areas planning rural development planning urban peri urban links economic regional;SDG 11.a
P00001;suburban rural development planning urban peri urban links economic;SDG 11.a
P00001;rural areas planning rural development planning urban peri urban links economic regional;SDG 11.a
P00001;urban planning regional rural development planning urban peri urban;SDG 11.a
P00001;regional planning plan rural development planning urban peri urban;SDG 11.a
P00001;urban transport institutions rural development planning urban peri urban;SDG 11.a
P00001;monitor urban transport rural development planning urban peri urban;SDG 11.a
P00001;transport connectivity areas urban rural development planning urban peri urban;SDG 11.a
P00001;road management regional development planning;SDG 11.a
P00001;urban infrastructure integrated policies and plans towards inclusion, resource efficiency, ;SDG 11.b
P00001;sustainable urban investments integrated policies and plans towards inclusion, resource efficiency, ;SDG 11.b
P00001;sustainable urban investments integrated policies and plans towards inclusion, resource efficiency, ;SDG 11.b
